=== Regression Results ===
R² (Train): 0.2287
R² (Test): 0.0118
RMSE (Train): 4.6440
RMSE (Test): 5.2910

=== Feature Coefficients ===
                                    Feature  Coefficient  Abs_Coefficient
                onehot__route_variant_15-28    -0.099304         0.099304
                onehot__route_variant_16-18    -0.100737         0.100737
               onehot__route_variant_400-39    -0.102931         0.102931
                onehot__route_variant_133-1    -0.103717         0.103717
                onehot__route_variant_689-8    -0.104159         0.104159
    onehot__suburb_shellharbour city centre    -0.104901         0.104901
               onehot__suburb_lake munmorah    -0.106127         0.106127
              onehot__route_variant_621-355    -0.106264         0.106264
                onehot__route_variant_15-15    -0.107688         0.107688
              onehot__route_variant_757-223    -0.108465         0.108465
               onehot__route_variant_395-11    -0.108839         0.108839
               onehot__route_variant_184-42    -0.108885         0.108885
               onehot__route_variant_394-41    -0.109418         0.109418
               onehot__route_variant_183-85    -0.110886         0.110886
              onehot__route_variant_267-344    -0.111358         0.111358
               onehot__route_variant_827-43    -0.111529         0.111529
                      onehot__suburb_botany    -0.111785         0.111785
               onehot__route_variant_896-35    -0.112362         0.112362
                onehot__route_variant_n40-5    -0.113729         0.113729
               onehot__route_variant_s616-2    -0.114035         0.114035
                onehot__route_variant_53-10    -0.114038         0.114038
               onehot__route_variant_151-12    -0.114383         0.114383
                onehot__route_variant_kw6-2    -0.114873         0.114873
                 onehot__route_variant_24-6    -0.114980         0.114980
                   onehot__suburb_burraneer    -0.115462         0.115462
               onehot__route_variant_692h-7    -0.115838         0.115838
              onehot__route_variant_9552-12    -0.115934         0.115934
                onehot__route_variant_34-67    -0.116702         0.116702
             onehot__route_variant_101701-1    -0.117500         0.117500
               onehot__route_variant_436-64    -0.118252         0.118252
               onehot__route_variant_925-15    -0.118366         0.118366
      onehot__bus_configuration_double deck    -0.118958         0.118958
                onehot__route_variant_26-44    -0.119249         0.119249
              onehot__route_variant_806-234    -0.119379         0.119379
                  scaler__standing_capacity    -0.120525         0.120525
              onehot__suburb_millers forest    -0.120721         0.120721
              onehot__route_variant_604-123    -0.120762         0.120762
               onehot__route_variant_6660-4    -0.122022         0.122022
                       onehot__suburb_appin    -0.123140         0.123140
               onehot__route_variant_s677-2    -0.123679         0.123679
              onehot__route_variant_450-239    -0.123727         0.123727
                onehot__route_variant_407-7    -0.124847         0.124847
                onehot__route_variant_776-3    -0.125372         0.125372
                 onehot__suburb_emu heights    -0.125560         0.125560
                onehot__route_variant_97-90    -0.126231         0.126231
               onehot__route_variant_911-11    -0.126963         0.126963
               onehot__route_variant_271-24    -0.127485         0.127485
                onehot__route_variant_16-19    -0.128122         0.128122
              onehot__route_variant_t75-240    -0.128595         0.128595
                onehot__route_variant_904-6    -0.129080         0.129080
                onehot__route_variant_799-9    -0.129418         0.129418
              onehot__route_variant_817-311    -0.130860         0.130860
               onehot__route_variant_795-29    -0.131087         0.131087
               onehot__route_variant_257-41    -0.131665         0.131665
               onehot__route_variant_412-65    -0.132269         0.132269
               onehot__route_variant_3021-1    -0.132374         0.132374
               onehot__route_variant_692h-9    -0.132591         0.132591
               onehot__route_variant_6638-2    -0.132695         0.132695
               onehot__route_variant_480-44    -0.132777         0.132777
                onehot__route_variant_230-9    -0.132821         0.132821
                onehot__route_variant_922-2    -0.133437         0.133437
               onehot__route_variant_e88-39    -0.133816         0.133816
                   onehot__suburb_gymea bay    -0.134420         0.134420
              onehot__route_variant_t64-191    -0.134546         0.134546
               onehot__route_variant_758-29    -0.134657         0.134657
               onehot__route_variant_925-49    -0.134835         0.134835
                onehot__route_variant_895-1    -0.136584         0.136584
                onehot__suburb_regents park    -0.136715         0.136715
              onehot__route_variant_303-131    -0.136759         0.136759
               onehot__route_variant_90-149    -0.136920         0.136920
              onehot__route_variant_260-124    -0.137043         0.137043
              onehot__route_variant_621-361    -0.138458         0.138458
               onehot__route_variant_668-35    -0.138640         0.138640
              onehot__route_variant_260-128    -0.140065         0.140065
              onehot__route_variant_t66-105    -0.140505         0.140505
                onehot__route_variant_164-2    -0.140896         0.140896
                onehot__route_variant_852-7    -0.141866         0.141866
               onehot__route_variant_962-27    -0.142405         0.142405
               onehot__route_variant_680-11    -0.142648         0.142648
               onehot__route_variant_ars1-1    -0.142958         0.142958
               onehot__route_variant_855-25    -0.143213         0.143213
                 onehot__route_variant_51-6    -0.144709         0.144709
              onehot__route_variant_650x-25    -0.145487         0.145487
               onehot__route_variant_827-37    -0.146229         0.146229
                   onehot__suburb_kurrajong    -0.147060         0.147060
                onehot__route_variant_802-3    -0.147180         0.147180
                    onehot__suburb_flinders    -0.149052         0.149052
               onehot__route_variant_477-25    -0.149413         0.149413
                onehot__route_variant_225-5    -0.149686         0.149686
               onehot__route_variant_461-52    -0.149785         0.149785
               onehot__route_variant_350-40    -0.149978         0.149978
                onehot__route_variant_780-4    -0.151272         0.151272
              onehot__route_variant_604-122    -0.151893         0.151893
               onehot__route_variant_s003-3    -0.151990         0.151990
                onehot__route_variant_110-2    -0.152222         0.152222
              onehot__suburb_fairfield east    -0.152671         0.152671
                onehot__route_variant_43-12    -0.154056         0.154056
               onehot__route_variant_136-17    -0.154062         0.154062
               onehot__route_variant_308-39    -0.154922         0.154922
               onehot__route_variant_702-47    -0.155347         0.155347
                 onehot__route_variant_65-6    -0.156489         0.156489
                onehot__route_variant_886-3    -0.157087         0.157087
              onehot__suburb_doyalson north    -0.157461         0.157461
              onehot__route_variant_690k-72    -0.158351         0.158351
               onehot__route_variant_685-39    -0.158556         0.158556
               onehot__route_variant_5364-6    -0.159182         0.159182
                 onehot__route_variant_31-2    -0.160095         0.160095
               onehot__route_variant_t62-91    -0.160440         0.160440
                onehot__route_variant_819-7    -0.160962         0.160962
               onehot__route_variant_247-60    -0.161383         0.161383
               onehot__route_variant_133-11    -0.162151         0.162151
               onehot__route_variant_415-61    -0.162264         0.162264
              onehot__route_variant_181-133    -0.162437         0.162437
                onehot__suburb_campbelltown    -0.163700         0.163700
               onehot__route_variant_875-11    -0.165457         0.165457
               onehot__route_variant_820-97    -0.166153         0.166153
           onehot__route_variant_2714-31147    -0.166154         0.166154
                onehot__route_variant_778-2    -0.166814         0.166814
                onehot__route_variant_778-5    -0.167300         0.167300
               onehot__route_variant_455-39    -0.167470         0.167470
               onehot__route_variant_9626-2    -0.167719         0.167719
               onehot__route_variant_676-18    -0.167744         0.167744
               onehot__route_variant_s409-1    -0.168396         0.168396
                   onehot__suburb_glenfield    -0.169690         0.169690
               onehot__route_variant_690c-7    -0.169814         0.169814
               onehot__route_variant_391-70    -0.170587         0.170587
               onehot__route_variant_0332-3    -0.171130         0.171130
                onehot__route_variant_54-71    -0.171224         0.171224
                onehot__route_variant_575-9    -0.171775         0.171775
               onehot__route_variant_50-142    -0.171942         0.171942
               onehot__route_variant_n10-21    -0.172947         0.172947
               onehot__route_variant_506-49    -0.172967         0.172967
              onehot__route_variant_639-189    -0.172973         0.172973
               onehot__route_variant_339-19    -0.173750         0.173750
                onehot__route_variant_776-9    -0.174437         0.174437
             onehot__suburb_macquarie hills    -0.175604         0.175604
                 onehot__route_variant_37-7    -0.176136         0.176136
              onehot__route_variant_754-211    -0.177105         0.177105
               onehot__route_variant_661-19    -0.177300         0.177300
               onehot__route_variant_162-10    -0.177984         0.177984
                onehot__route_variant_82-71    -0.178074         0.178074
               onehot__route_variant_476-45    -0.178522         0.178522
               onehot__route_variant_827-42    -0.179305         0.179305
           onehot__route_variant_2592-64037    -0.180372         0.180372
                onehot__route_variant_864-2    -0.180551         0.180551
                onehot__route_variant_45-15    -0.184240         0.184240
                onehot__route_variant_70-57    -0.186791         0.186791
                onehot__route_variant_53-83    -0.188679         0.188679
                onehot__route_variant_255-5    -0.190126         0.190126
              onehot__route_variant_806-225    -0.190597         0.190597
               onehot__route_variant_908-25    -0.190622         0.190622
               onehot__route_variant_134-18    -0.190887         0.190887
                onehot__route_variant_290-2    -0.191287         0.191287
              onehot__route_variant_804-596    -0.191330         0.191330
               onehot__route_variant_775-41    -0.191443         0.191443
              onehot__route_variant_908-943    -0.191727         0.191727
               onehot__route_variant_663-68    -0.192076         0.192076
               onehot__route_variant_907-13    -0.192992         0.192992
               onehot__route_variant_779n-1    -0.193143         0.193143
                onehot__route_variant_25-92    -0.193193         0.193193
                 onehot__route_variant_33-8    -0.193593         0.193593
               onehot__route_variant_692b-3    -0.193726         0.193726
               onehot__route_variant_144-10    -0.194266         0.194266
                onehot__route_variant_80-87    -0.194375         0.194375
               onehot__route_variant_582w-2    -0.194578         0.194578
                onehot__route_variant_906-7    -0.195960         0.195960
               onehot__route_variant_661-18    -0.196328         0.196328
               onehot__suburb_millers point    -0.197207         0.197207
                onehot__route_variant_171-2    -0.198347         0.198347
                onehot__route_variant_22-17    -0.198504         0.198504
               onehot__route_variant_896-34    -0.198948         0.198948
               onehot__route_variant_37-176    -0.199314         0.199314
               onehot__route_variant_962-42    -0.199523         0.199523
              onehot__route_variant_804-578    -0.201617         0.201617
                onehot__route_variant_25-65    -0.202969         0.202969
               onehot__route_variant_64-245    -0.203044         0.203044
               onehot__route_variant_64-238    -0.203068         0.203068
                onehot__route_variant_338-1    -0.203154         0.203154
               onehot__route_variant_8324-2    -0.203168         0.203168
               onehot__route_variant_1036-1    -0.206019         0.206019
               onehot__route_variant_1442-5    -0.209198         0.209198
               onehot__route_variant_685-50    -0.209319         0.209319
              onehot__route_variant_l90-126    -0.209665         0.209665
               onehot__route_variant_6626-3    -0.210704         0.210704
               onehot__route_variant_9058-3    -0.210796         0.210796
             onehot__route_variant_104001-2    -0.211410         0.211410
                onehot__route_variant_869-8    -0.211452         0.211452
              onehot__route_variant_2600-18    -0.212318         0.212318
                 onehot__route_variant_77-7    -0.212399         0.212399
                onehot__route_variant_943-2    -0.214259         0.214259
               onehot__route_variant_971-31    -0.214857         0.214857
                onehot__route_variant_156-9    -0.215403         0.215403
                onehot__route_variant_571-1    -0.215894         0.215894
               onehot__route_variant_597-11    -0.217054         0.217054
                onehot__route_variant_943-8    -0.217331         0.217331
               onehot__route_variant_261-61    -0.217891         0.217891
               onehot__route_variant_187-13    -0.218179         0.218179
               onehot__route_variant_786-44    -0.218289         0.218289
               onehot__route_variant_6022-1    -0.218717         0.218717
                onehot__route_variant_595-1    -0.219310         0.219310
               onehot__route_variant_e86-17    -0.219920         0.219920
               onehot__route_variant_883k-1    -0.221136         0.221136
               onehot__route_variant_m52-51    -0.221517         0.221517
               onehot__route_variant_278-11    -0.221767         0.221767
                    onehot__suburb_cobbitty    -0.222046         0.222046
                      onehot__suburb_leonay    -0.223027         0.223027
               onehot__route_variant_925-42    -0.223476         0.223476
              onehot__route_variant_9304-11    -0.223866         0.223866
               onehot__route_variant_t80-70    -0.223898         0.223898
               onehot__route_variant_m90-72    -0.224185         0.224185
               onehot__route_variant_775-36    -0.225791         0.225791
                onehot__route_variant_48-17    -0.225801         0.225801
                  onehot__route_variant_7-3    -0.226590         0.226590
              onehot__route_variant_817-309    -0.227230         0.227230
               onehot__route_variant_ncs1-1    -0.228949         0.228949
               onehot__route_variant_343-72    -0.231744         0.231744
                 onehot__route_variant_11-2    -0.231830         0.231830
               onehot__route_variant_l38-20    -0.231959         0.231959
                onehot__route_variant_55c-3    -0.232083         0.232083
               onehot__route_variant_8845-2    -0.232394         0.232394
              onehot__suburb_chatswood west    -0.234454         0.234454
              onehot__route_variant_757-210    -0.234468         0.234468
               onehot__route_variant_714-39    -0.235774         0.235774
               onehot__route_variant_s11-10    -0.237024         0.237024
              onehot__route_variant_260-111    -0.237195         0.237195
               onehot__route_variant_278-27    -0.238891         0.238891
            onehot__route_variant_4102-4007    -0.240806         0.240806
               onehot__route_variant_760n-1    -0.240814         0.240814
                onehot__route_variant_158-4    -0.241823         0.241823
                onehot__route_variant_26-47    -0.242304         0.242304
                onehot__route_variant_136-9    -0.242965         0.242965
               onehot__route_variant_470-56    -0.243902         0.243902
               onehot__route_variant_880c-2    -0.244099         0.244099
               onehot__route_variant_1012-1    -0.244752         0.244752
               onehot__route_variant_6040-1    -0.245255         0.245255
               onehot__route_variant_896-28    -0.245824         0.245824
               onehot__route_variant_520-77    -0.246110         0.246110
            onehot__route_variant_5557-1015    -0.247915         0.247915
                onehot__route_variant_57-79    -0.248415         0.248415
              onehot__route_variant_t75-241    -0.248792         0.248792
               onehot__route_variant_728-10    -0.249368         0.249368
               onehot__route_variant_350-28    -0.249950         0.249950
                   onehot__suburb_ingleburn    -0.250095         0.250095
              onehot__route_variant_610-372    -0.250559         0.250559
                onehot__route_variant_91-55    -0.251336         0.251336
                onehot__route_variant_961-3    -0.251345         0.251345
              onehot__route_variant_705-207    -0.251654         0.251654
               onehot__route_variant_2331-4    -0.252394         0.252394
           onehot__route_variant_2094-40151    -0.253418         0.253418
              onehot__route_variant_805-267    -0.253569         0.253569
                  onehot__suburb_charmhaven    -0.253711         0.253711
                onehot__route_variant_582-1    -0.253980         0.253980
                onehot__route_variant_45-14    -0.254642         0.254642
               onehot__route_variant_1051-1    -0.255716         0.255716
           onehot__route_variant_6063-45076    -0.256089         0.256089
                   onehot__suburb_bar beach    -0.256888         0.256888
                onehot__route_variant_n11-6    -0.258341         0.258341
               onehot__route_variant_470-52    -0.259011         0.259011
               onehot__route_variant_106-17    -0.259143         0.259143
                onehot__route_variant_25-61    -0.259574         0.259574
                onehot__route_variant_991-8    -0.259723         0.259723
               onehot__route_variant_423-74    -0.260051         0.260051
               onehot__route_variant_663-71    -0.260343         0.260343
              onehot__route_variant_752-111    -0.262051         0.262051
               onehot__route_variant_726n-2    -0.262331         0.262331
                onehot__route_variant_853-1    -0.262433         0.262433
              onehot__route_variant_422-104    -0.262537         0.262537
                onehot__route_variant_526-9    -0.262637         0.262637
               onehot__route_variant_872-13    -0.262771         0.262771
           onehot__route_variant_6547-65138    -0.263999         0.263999
                onehot__route_variant_955-2    -0.264106         0.264106
                   scaler__timetable_hr_cos    -0.264710         0.264710
               onehot__route_variant_436-63    -0.264999         0.264999
              onehot__route_variant_690k-83    -0.265676         0.265676
               onehot__route_variant_586-12    -0.266609         0.266609
                onehot__route_variant_961-7    -0.267251         0.267251
               onehot__route_variant_310-20    -0.267837         0.267837
                   onehot__suburb_singleton    -0.268282         0.268282
               onehot__route_variant_958-23    -0.268309         0.268309
               onehot__route_variant_t74-30    -0.268543         0.268543
               onehot__suburb_englorie park    -0.269801         0.269801
           onehot__route_variant_5104-80002    -0.270086         0.270086
                onehot__route_variant_779-4    -0.271016         0.271016
onehot__bus_configuration_two door city bus    -0.271529         0.271529
             onehot__suburb_darlington 2330    -0.272013         0.272013
               onehot__route_variant_402-20    -0.272013         0.272013
 onehot__bus_configuration_long rigid (cab)    -0.272921         0.272921
              onehot__route_variant_267-328    -0.272997         0.272997
               onehot__route_variant_962-15    -0.273164         0.273164
               onehot__route_variant_962-64    -0.273656         0.273656
              onehot__route_variant_506-111    -0.273666         0.273666
                    onehot__suburb_engadine    -0.274501         0.274501
               onehot__route_variant_180-27    -0.275728         0.275728
               onehot__suburb_east maitland    -0.275777         0.275777
                onehot__suburb_aberglasslyn    -0.276859         0.276859
                onehot__route_variant_880-2    -0.277025         0.277025
               onehot__route_variant_5042-1    -0.277643         0.277643
               onehot__route_variant_1030-1    -0.278070         0.278070
                onehot__route_variant_880-1    -0.278477         0.278477
               onehot__route_variant_263-52    -0.279597         0.279597
              onehot__route_variant_802-383    -0.280295         0.280295
              onehot__route_variant_812-157    -0.281498         0.281498
               onehot__route_variant_576t-1    -0.282165         0.282165
              onehot__route_variant_3104-15    -0.282817         0.282817
               onehot__route_variant_64-263    -0.283282         0.283282
               onehot__route_variant_ict6-1    -0.283452         0.283452
                onehot__route_variant_21-37    -0.284082         0.284082
               onehot__route_variant_947-10    -0.285576         0.285576
              onehot__route_variant_675c-66    -0.285688         0.285688
            onehot__route_variant_6008-5166    -0.286410         0.286410
              onehot__route_variant_621-379    -0.286608         0.286608
             onehot__suburb_raymond terrace    -0.287669         0.287669
               onehot__route_variant_622w-1    -0.288875         0.288875
               onehot__route_variant_857-12    -0.290637         0.290637
               onehot__route_variant_444-45    -0.290889         0.290889
                onehot__route_variant_38-58    -0.291394         0.291394
                onehot__route_variant_968-3    -0.292487         0.292487
               onehot__route_variant_36-124    -0.292702         0.292702
                onehot__route_variant_97-91    -0.293300         0.293300
                    onehot__suburb_morisset    -0.293421         0.293421
                onehot__route_variant_881-4    -0.294255         0.294255
               onehot__route_variant_36-117    -0.294890         0.294890
              onehot__route_variant_632-318    -0.295066         0.295066
               onehot__route_variant_393-38    -0.295338         0.295338
               onehot__route_variant_37-189    -0.296307         0.296307
              onehot__route_variant_9001-14    -0.296346         0.296346
               onehot__route_variant_s635-2    -0.296734         0.296734
               onehot__route_variant_376-27    -0.297291         0.297291
              onehot__route_variant_690k-77    -0.297930         0.297930
               onehot__route_variant_64-264    -0.298822         0.298822
               onehot__route_variant_533-14    -0.299481         0.299481
               onehot__route_variant_e71-14    -0.300278         0.300278
                onehot__route_variant_271-3    -0.301138         0.301138
                onehot__route_variant_915-3    -0.302244         0.302244
                   onehot__suburb_coalcliff    -0.302932         0.302932
               onehot__route_variant_993-27    -0.303280         0.303280
               onehot__route_variant_238-10    -0.303339         0.303339
                 onehot__route_variant_51-9    -0.303756         0.303756
                onehot__route_variant_132-8    -0.304067         0.304067
              onehot__route_variant_753-248    -0.305191         0.305191
                onehot__suburb_shellharbour    -0.305296         0.305296
                    onehot__suburb_maitland    -0.305456         0.305456
              onehot__route_variant_705-182    -0.306042         0.306042
               onehot__route_variant_747e-3    -0.306358         0.306358
              onehot__route_variant_804-613    -0.306609         0.306609
               onehot__route_variant_513-24    -0.306756         0.306756
                onehot__route_variant_361-4    -0.307064         0.307064
               onehot__route_variant_678w-1    -0.307506         0.307506
              onehot__route_variant_753-230    -0.307946         0.307946
            onehot__route_variant_6056-5193    -0.308534         0.308534
              onehot__route_variant_630-157    -0.309490         0.309490
                onehot__route_variant_425-8    -0.309711         0.309711
            onehot__route_variant_2571-2110    -0.309786         0.309786
               onehot__route_variant_413-30    -0.309971         0.309971
                   onehot__suburb_rathmines    -0.310690         0.310690
           onehot__route_variant_2052-37065    -0.311471         0.311471
                onehot__route_variant_858-1    -0.312648         0.312648
                     onehot__suburb_kirkham    -0.313682         0.313682
               onehot__route_variant_617s-1    -0.314497         0.314497
              onehot__route_variant_t64-193    -0.315096         0.315096
              onehot__route_variant_1688-24    -0.315604         0.315604
              onehot__suburb_berkshire park    -0.315715         0.315715
               onehot__route_variant_686-18    -0.318621         0.318621
               onehot__route_variant_974-13    -0.318777         0.318777
           onehot__route_variant_5586-63017    -0.319644         0.319644
               onehot__route_variant_823-43    -0.319800         0.319800
              onehot__route_variant_639-180    -0.320321         0.320321
                onehot__route_variant_165-1    -0.320593         0.320593
              onehot__route_variant_32/4-31    -0.322440         0.322440
                 onehot__route_variant_21-8    -0.322816         0.322816
                 onehot__route_variant_51-4    -0.324549         0.324549
               onehot__route_variant_909-18    -0.324695         0.324695
             onehot__route_variant_103103-2    -0.326906         0.326906
           onehot__route_variant_4523-19013    -0.327906         0.327906
               onehot__route_variant_780-30    -0.328166         0.328166
               onehot__route_variant_8070-1    -0.328175         0.328175
               onehot__route_variant_702-53    -0.328371         0.328371
               onehot__route_variant_678-10    -0.328912         0.328912
              onehot__route_variant_808-282    -0.329714         0.329714
             onehot__suburb_bardwell valley    -0.330855         0.330855
              onehot__route_variant_sb018-2    -0.331243         0.331243
               onehot__route_variant_92-108    -0.331461         0.331461
               onehot__route_variant_888-15    -0.332739         0.332739
               onehot__route_variant_n70-17    -0.333619         0.333619
                onehot__route_variant_38-53    -0.333903         0.333903
              onehot__route_variant_9029-12    -0.333956         0.333956
               onehot__route_variant_189-17    -0.334266         0.334266
              onehot__route_variant_754-204    -0.335654         0.335654
               onehot__route_variant_n100-4    -0.336170         0.336170
               onehot__route_variant_287-16    -0.336595         0.336595
               onehot__route_variant_6004-1    -0.338556         0.338556
                onehot__route_variant_791-1    -0.340116         0.340116
               onehot__route_variant_775-31    -0.340250         0.340250
               onehot__route_variant_695-34    -0.340545         0.340545
               onehot__route_variant_712n-1    -0.340909         0.340909
               onehot__route_variant_775-43    -0.341832         0.341832
               onehot__route_variant_8022-1    -0.342359         0.342359
               onehot__route_variant_901-23    -0.342602         0.342602
               onehot__route_variant_811-47    -0.342797         0.342797
               onehot__route_variant_544-47    -0.342967         0.342967
              onehot__suburb_hamilton south    -0.343079         0.343079
                onehot__route_variant_728-1    -0.344054         0.344054
                 onehot__route_variant_91-2    -0.344635         0.344635
               onehot__route_variant_3029-1    -0.344876         0.344876
                onehot__route_variant_222-7    -0.345116         0.345116
               onehot__route_variant_292-88    -0.345118         0.345118
                onehot__route_variant_91-54    -0.345146         0.345146
               onehot__route_variant_sac1-1    -0.346761         0.346761
               onehot__route_variant_883k-7    -0.347572         0.347572
               onehot__route_variant_901-12    -0.347602         0.347602
                onehot__route_variant_159-7    -0.348193         0.348193
                onehot__route_variant_857-8    -0.349236         0.349236
                onehot__route_variant_452-4    -0.349739         0.349739
              onehot__route_variant_603-335    -0.350021         0.350021
               onehot__route_variant_136-36    -0.351005         0.351005
                    scaler__day_of_week_cos    -0.351292         0.351292
                onehot__route_variant_15-26    -0.351550         0.351550
               onehot__route_variant_81-100    -0.351822         0.351822
                onehot__route_variant_238-8    -0.351945         0.351945
               onehot__route_variant_s108-1    -0.352221         0.352221
              onehot__route_variant_754-233    -0.352300         0.352300
              onehot__route_variant_2603-15    -0.352511         0.352511
                 onehot__route_variant_91-1    -0.352909         0.352909
               onehot__route_variant_857-41    -0.353295         0.353295
                onehot__route_variant_59-72    -0.353870         0.353870
               onehot__route_variant_6314-7    -0.356715         0.356715
                  onehot__suburb_milbrodale    -0.356715         0.356715
                onehot__route_variant_135-8    -0.357272         0.357272
               onehot__route_variant_782-22    -0.357358         0.357358
                 onehot__route_variant_53-7    -0.357954         0.357954
               onehot__route_variant_stt3-1    -0.357994         0.357994
               onehot__route_variant_520-83    -0.358338         0.358338
               onehot__route_variant_265-26    -0.359235         0.359235
                onehot__route_variant_874-8    -0.359599         0.359599
               onehot__route_variant_whs5-2    -0.360006         0.360006
               onehot__route_variant_750-47    -0.360820         0.360820
               onehot__route_variant_689-41    -0.361156         0.361156
              onehot__route_variant_632-280    -0.361510         0.361510
              onehot__route_variant_652x-57    -0.363087         0.363087
             onehot__suburb_tingira heights    -0.363842         0.363842
              onehot__route_variant_753-226    -0.364313         0.364313
               onehot__route_variant_880-29    -0.364813         0.364813
               onehot__route_variant_m92-58    -0.365200         0.365200
              onehot__route_variant_637-313    -0.365238         0.365238
              onehot__route_variant_621-380    -0.365370         0.365370
                 onehot__suburb_tuggerawong    -0.366509         0.366509
                       onehot__suburb_minto    -0.366872         0.366872
               onehot__route_variant_9079-1    -0.367583         0.367583
               onehot__route_variant_687w-3    -0.367849         0.367849
               onehot__route_variant_657e-7    -0.368148         0.368148
           onehot__route_variant_4080-61030    -0.368477         0.368477
                onehot__route_variant_880-4    -0.368968         0.368968
               onehot__route_variant_184-62    -0.369229         0.369229
               onehot__route_variant_8640-3    -0.370512         0.370512
               onehot__route_variant_130-16    -0.371062         0.371062
                    onehot__suburb_thornton    -0.371313         0.371313
                     onehot__suburb_banksia    -0.371849         0.371849
                onehot__route_variant_407-9    -0.372370         0.372370
                onehot__route_variant_573-5    -0.372549         0.372549
                onehot__route_variant_883-3    -0.372870         0.372870
               onehot__route_variant_572-14    -0.373543         0.373543
               onehot__route_variant_3012-1    -0.374853         0.374853
             onehot__route_variant_610x-427    -0.375329         0.375329
               onehot__route_variant_138-46    -0.375545         0.375545
                onehot__route_variant_850-8    -0.375870         0.375870
                onehot__route_variant_22-13    -0.375918         0.375918
               onehot__route_variant_151-15    -0.376180         0.376180
           onehot__route_variant_2093-22049    -0.376838         0.376838
               onehot__route_variant_196-14    -0.377881         0.377881
              onehot__route_variant_t75-163    -0.378425         0.378425
               onehot__route_variant_814-61    -0.379308         0.379308
               onehot__route_variant_t80-72    -0.380158         0.380158
               onehot__route_variant_246-29    -0.380476         0.380476
           onehot__route_variant_2651-30061    -0.381908         0.381908
           onehot__route_variant_4052-30011    -0.382270         0.382270
                onehot__route_variant_971-7    -0.383035         0.383035
                onehot__route_variant_793-4    -0.383982         0.383982
              onehot__route_variant_601-189    -0.385322         0.385322
                onehot__route_variant_573-2    -0.386527         0.386527
               onehot__route_variant_142-15    -0.386528         0.386528
               onehot__route_variant_5029-1    -0.386747         0.386747
               onehot__route_variant_36-120    -0.388331         0.388331
               onehot__route_variant_412-73    -0.388617         0.388617
               onehot__route_variant_819-81    -0.390208         0.390208
               onehot__route_variant_278-15    -0.392233         0.392233
               onehot__route_variant_400-77    -0.392936         0.392936
                onehot__route_variant_969-8    -0.393439         0.393439
                onehot__route_variant_728-6    -0.394099         0.394099
               onehot__route_variant_597-20    -0.394123         0.394123
               onehot__route_variant_79-184    -0.395335         0.395335
               onehot__route_variant_246-39    -0.395677         0.395677
               onehot__route_variant_908-28    -0.396384         0.396384
               onehot__route_variant_8235-6    -0.396792         0.396792
              onehot__route_variant_610-373    -0.397947         0.397947
               onehot__route_variant_n10-22    -0.398086         0.398086
                     onehot__suburb_holroyd    -0.398777         0.398777
               onehot__route_variant_3022-1    -0.399709         0.399709
              onehot__route_variant_2572-24    -0.399726         0.399726
               onehot__route_variant_s106-2    -0.400797         0.400797
                 onehot__route_variant_71-5    -0.401155         0.401155
                onehot__route_variant_114-1    -0.403670         0.403670
                    onehot__suburb_winmalee    -0.404113         0.404113
              onehot__route_variant_752-113    -0.404359         0.404359
               onehot__route_variant_m20-18    -0.404433         0.404433
               onehot__route_variant_322-23    -0.404450         0.404450
               onehot__route_variant_169-35    -0.406119         0.406119
               onehot__route_variant_38/7-9    -0.407048         0.407048
               onehot__route_variant_663-70    -0.407356         0.407356
           onehot__bus_configuration_school    -0.407693         0.407693
              onehot__route_variant_181-140    -0.408330         0.408330
               onehot__route_variant_ict5-2    -0.408516         0.408516
                onehot__route_variant_810-8    -0.408763         0.408763
                  onehot__route_variant_6-1    -0.408889         0.408889
               onehot__route_variant_2397-5    -0.409135         0.409135
                onehot__route_variant_65-51    -0.409172         0.409172
               onehot__route_variant_130-37    -0.412148         0.412148
               onehot__route_variant_279-33    -0.412290         0.412290
              onehot__route_variant_3132-25    -0.412550         0.412550
                onehot__route_variant_688-4    -0.412768         0.412768
               onehot__route_variant_944-10    -0.413252         0.413252
               onehot__route_variant_263-36    -0.413461         0.413461
                  onehot__suburb_beresfield    -0.413776         0.413776
                onehot__route_variant_22-20    -0.413931         0.413931
               onehot__route_variant_m91-97    -0.414246         0.414246
               onehot__route_variant_n11-11    -0.414807         0.414807
                onehot__route_variant_121-1    -0.414899         0.414899
               onehot__route_variant_690c-5    -0.415475         0.415475
                onehot__route_variant_905-4    -0.416687         0.416687
              onehot__route_variant_276s1-1    -0.417821         0.417821
               onehot__route_variant_946-57    -0.419367         0.419367
                onehot__route_variant_991-7    -0.419639         0.419639
              onehot__route_variant_t60-147    -0.423348         0.423348
               onehot__route_variant_704n-1    -0.424618         0.424618
                onehot__route_variant_57-81    -0.424640         0.424640
               onehot__route_variant_389-51    -0.425270         0.425270
              onehot__route_variant_m60-196    -0.425334         0.425334
              onehot__route_variant_m91-121    -0.425785         0.425785
                    onehot__suburb_rossmore    -0.426071         0.426071
                     onehot__suburb_berowra    -0.427450         0.427450
               onehot__route_variant_926-14    -0.427551         0.427551
               onehot__route_variant_785-27    -0.427830         0.427830
                onehot__route_variant_131-1    -0.428493         0.428493
                    onehot__suburb_lovedale    -0.429010         0.429010
               onehot__route_variant_6346-5    -0.429066         0.429066
           onehot__route_variant_2010-62134    -0.429401         0.429401
