=== Regression Results ===
R² (Train): 0.2287
R² (Test): 0.0118
RMSE (Train): 4.6440
RMSE (Test): 5.2910

=== Feature Coefficients ===
                                    Feature  Coefficient  Abs_Coefficient
                onehot__route_variant_915-5     2.022170         2.022170
                onehot__route_variant_70-77     2.021920         2.021920
               onehot__route_variant_743-41     2.021415         2.021415
               onehot__route_variant_9617-5     2.019350         2.019350
              onehot__route_variant_260-116     2.016600         2.016600
                  onehot__suburb_manly vale     2.015027         2.015027
                     onehot__suburb_kareela     2.013227         2.013227
                onehot__route_variant_565-9     2.011768         2.011768
                onehot__route_variant_162-3     2.011552         2.011552
                onehot__route_variant_168-5     2.011459         2.011459
           onehot__suburb_fairfield heights     2.011435         2.011435
               onehot__route_variant_311-75     2.007671         2.007671
               onehot__route_variant_597-17     2.007455         2.007455
                      onehot__suburb_epping     2.007299         2.007299
               onehot__route_variant_738-61     2.006093         2.006093
                    onehot__suburb_sydenham     2.006080         2.006080
               onehot__route_variant_325-33     2.005919         2.005919
                onehot__route_variant_sj3-2     2.005591         2.005591
                     onehot__suburb_parklea     2.005362         2.005362
               onehot__route_variant_730n-3     2.004031         2.004031
               onehot__route_variant_6456-4     2.003558         2.003558
               onehot__route_variant_490-36     2.001931         2.001931
           onehot__route_variant_5086-32007     2.001028         2.001028
                onehot__route_variant_sm6-1     2.001025         2.001025
               onehot__route_variant_50-137     1.999733         1.999733
                onehot__route_variant_851-7     1.999537         1.999537
                      onehot__suburb_lurnea     1.998643         1.998643
               onehot__route_variant_s140-2     1.998288         1.998288
                onehot__route_variant_791-4     1.995820         1.995820
               onehot__route_variant_439-34     1.994959         1.994959
           onehot__route_variant_2116-18086     1.993503         1.993503
                onehot__route_variant_20a-1     1.993033         1.993033
                      onehot__suburb_weston     1.990793         1.990793
                onehot__route_variant_450-2     1.990036         1.990036
                      onehot__suburb_narara     1.989550         1.989550
                onehot__route_variant_826-5     1.989519         1.989519
                onehot__route_variant_556-6     1.989020         1.989020
               onehot__route_variant_506-48     1.988859         1.988859
                    onehot__suburb_mortlake     1.988203         1.988203
           onehot__route_variant_2000-37061     1.987848         1.987848
                onehot__route_variant_s17-2     1.985367         1.985367
               onehot__route_variant_586w-2     1.984239         1.984239
                    onehot__suburb_stanmore     1.984203         1.984203
                onehot__route_variant_23-26     1.983562         1.983562
                      onehot__suburb_lawson     1.980886         1.980886
                   onehot__suburb_haymarket     1.980257         1.980257
               onehot__route_variant_893-12     1.979168         1.979168
                onehot__route_variant_888-3     1.978335         1.978335
               onehot__route_variant_759-34     1.976254         1.976254
               onehot__route_variant_415-54     1.976139         1.976139
              onehot__route_variant_m91-106     1.976049         1.976049
               onehot__suburb_alfords point     1.976011         1.976011
               onehot__route_variant_370-10     1.975561         1.975561
            onehot__suburb_allambie heights     1.974957         1.974957
               onehot__route_variant_189-14     1.974706         1.974706
               onehot__route_variant_446-17     1.973309         1.973309
            onehot__route_variant_2032-3057     1.972965         1.972965
               onehot__route_variant_180-65     1.972652         1.972652
                   onehot__suburb_ermington     1.970422         1.970422
                  onehot__suburb_alexandria     1.967942         1.967942
               onehot__suburb_south penrith     1.966451         1.966451
               onehot__route_variant_313-17     1.965884         1.965884
                    onehot__suburb_ashcroft     1.964792         1.964792
              onehot__route_variant_m91-138     1.964462         1.964462
               onehot__route_variant_s715-1     1.964411         1.964411
                onehot__route_variant_879-1     1.962187         1.962187
               onehot__route_variant_64-224     1.960712         1.960712
               onehot__route_variant_661-55     1.959469         1.959469
               onehot__route_variant_262-37     1.959070         1.959070
              onehot__route_variant_433-100     1.958026         1.958026
                onehot__route_variant_925-2     1.957986         1.957986
                 onehot__route_variant_78-1     1.957672         1.957672
                  onehot__suburb_cranebrook     1.957453         1.957453
            onehot__route_variant_6024-2101     1.953974         1.953974
               onehot__route_variant_333-28     1.952722         1.952722
           onehot__suburb_north strathfield     1.951551         1.951551
               onehot__suburb_beverley park     1.949794         1.949794
                onehot__route_variant_53-68     1.948492         1.948492
               onehot__route_variant_s277-1     1.947200         1.947200
               onehot__route_variant_895-27     1.946466         1.946466
               onehot__route_variant_857-14     1.943700         1.943700
              onehot__route_variant_601-185     1.943513         1.943513
               onehot__route_variant_855-10     1.942173         1.942173
               onehot__route_variant_3015-1     1.941908         1.941908
                onehot__route_variant_81-87     1.938211         1.938211
                     onehot__suburb_rozelle     1.938084         1.938084
              onehot__route_variant_651-347     1.937735         1.937735
                    onehot__suburb_collaroy     1.936152         1.936152
             onehot__route_variant_100506-2     1.934790         1.934790
               onehot__route_variant_901-14     1.933692         1.933692
              onehot__route_variant_753-243     1.932909         1.932909
              onehot__route_variant_675c-69     1.932673         1.932673
                onehot__route_variant_28-13     1.932160         1.932160
                      onehot__suburb_camden     1.929591         1.929591
               onehot__route_variant_400-59     1.927248         1.927248
               onehot__route_variant_418-22     1.925182         1.925182
               onehot__route_variant_853-32     1.922332         1.922332
                  onehot__suburb_blakehurst     1.921438         1.921438
                onehot__suburb_lake heights     1.921378         1.921378
               onehot__route_variant_m41-26     1.921114         1.921114
                  onehot__route_variant_1-7     1.918682         1.918682
               onehot__route_variant_s405-1     1.918564         1.918564
               onehot__route_variant_6240-8     1.918553         1.918553
                onehot__route_variant_76-19     1.916393         1.916393
               onehot__route_variant_759-27     1.916132         1.916132
                 onehot__suburb_beacon hill     1.915750         1.915750
            onehot__suburb_hurstville grove     1.914043         1.914043
               onehot__route_variant_397-58     1.913957         1.913957
                onehot__route_variant_65-11     1.913336         1.913336
                    onehot__suburb_eastwood     1.911455         1.911455
                 onehot__suburb_harris park     1.908914         1.908914
               onehot__route_variant_852-19     1.906476         1.906476
              onehot__route_variant_690k-80     1.905112         1.905112
               onehot__route_variant_79-225     1.903231         1.903231
               onehot__route_variant_6222-6     1.901061         1.901061
                   onehot__suburb_brookvale     1.900636         1.900636
           onehot__route_variant_5076-24008     1.900572         1.900572
                onehot__route_variant_815-8     1.899660         1.899660
               onehot__route_variant_s678-2     1.899551         1.899551
                onehot__route_variant_22c-1     1.899237         1.899237
               onehot__route_variant_853-16     1.898780         1.898780
              onehot__route_variant_637-334     1.896941         1.896941
               onehot__route_variant_856-32     1.896594         1.896594
              onehot__route_variant_3106-10     1.896236         1.896236
                    onehot__suburb_vineyard     1.896130         1.896130
                onehot__route_variant_562-2     1.895224         1.895224
               onehot__route_variant_688-37     1.892849         1.892849
                onehot__route_variant_55-63     1.892008         1.892008
              onehot__route_variant_m91-119     1.890631         1.890631
                  onehot__suburb_sun valley     1.888351         1.888351
                onehot__route_variant_67-84     1.888188         1.888188
               onehot__route_variant_399-48     1.888153         1.888153
               onehot__route_variant_408-13     1.884485         1.884485
               onehot__route_variant_363-13     1.884106         1.884106
              onehot__route_variant_m60-163     1.883898         1.883898
               onehot__route_variant_50-136     1.883661         1.883661
                      onehot__suburb_whalan     1.879748         1.879748
                 onehot__suburb_normanhurst     1.879549         1.879549
               onehot__route_variant_649n-1     1.877730         1.877730
               onehot__route_variant_37-166     1.877668         1.877668
               onehot__route_variant_s707-1     1.877086         1.877086
                    onehot__suburb_illawong     1.876479         1.876479
                onehot__suburb_quorrobolong     1.875839         1.875839
                onehot__route_variant_945-4     1.875603         1.875603
               onehot__route_variant_770-36     1.874754         1.874754
               onehot__route_variant_546-34     1.873465         1.873465
               onehot__route_variant_s003-4     1.872903         1.872903
               onehot__route_variant_855-19     1.872681         1.872681
                onehot__route_variant_17-25     1.871928         1.871928
                onehot__route_variant_284-6     1.871870         1.871870
               onehot__route_variant_502-34     1.870686         1.870686
               onehot__route_variant_389-49     1.870663         1.870663
               onehot__route_variant_780-57     1.869481         1.869481
              onehot__route_variant_3598-17     1.868821         1.868821
              onehot__route_variant_817-294     1.867041         1.867041
                 onehot__suburb_north rocks     1.866448         1.866448
                     onehot__suburb_holgate     1.865757         1.865757
               onehot__route_variant_l23-12     1.865721         1.865721
               onehot__route_variant_5001-1     1.865329         1.865329
            onehot__suburb_south turramurra     1.864973         1.864973
               onehot__route_variant_697n-3     1.864924         1.864924
               onehot__route_variant_659n-4     1.863460         1.863460
               onehot__route_variant_s739-1     1.862502         1.862502
               onehot__route_variant_98-190     1.862097         1.862097
               onehot__route_variant_6043-1     1.861110         1.861110
               onehot__route_variant_691-37     1.860548         1.860548
               onehot__route_variant_668-32     1.860306         1.860306
               onehot__route_variant_799-28     1.860095         1.860095
              onehot__route_variant_705-191     1.859026         1.859026
              onehot__route_variant_380-251     1.859015         1.859015
              onehot__route_variant_2381-11     1.858939         1.858939
              onehot__route_variant_3522-17     1.857969         1.857969
               onehot__route_variant_770-35     1.857257         1.857257
               onehot__route_variant_423-86     1.854099         1.854099
             onehot__suburb_north curl curl     1.850668         1.850668
              onehot__route_variant_2541-13     1.850631         1.850631
             onehot__suburb_wentworth point     1.849749         1.849749
              onehot__route_variant_2578-11     1.849374         1.849374
               onehot__route_variant_661-29     1.845648         1.845648
                onehot__route_variant_889-3     1.845406         1.845406
                onehot__route_variant_791-3     1.845327         1.845327
                onehot__route_variant_783-4     1.845207         1.845207
                   onehot__suburb_noraville     1.844935         1.844935
               onehot__route_variant_546-22     1.844920         1.844920
                onehot__route_variant_735-3     1.844210         1.844210
               onehot__route_variant_680n-2     1.843455         1.843455
               onehot__route_variant_391-18     1.842183         1.842183
                    onehot__suburb_saratoga     1.840864         1.840864
                     onehot__suburb_miranda     1.840466         1.840466
               onehot__route_variant_226-21     1.839701         1.839701
                onehot__route_variant_s14-1     1.839284         1.839284
               onehot__route_variant_9818-9     1.839092         1.839092
               onehot__route_variant_524-30     1.838905         1.838905
               onehot__route_variant_99-313     1.837742         1.837742
           onehot__route_variant_2039-45077     1.837115         1.837115
               onehot__route_variant_893-13     1.835279         1.835279
                     onehot__suburb_colyton     1.834029         1.834029
               onehot__suburb_faulconbridge     1.833536         1.833536
                  onehot__suburb_crows nest     1.832543         1.832543
               onehot__route_variant_436-66     1.831045         1.831045
                 onehot__suburb_castlereagh     1.829561         1.829561
                 onehot__suburb_carlingford     1.828388         1.828388
                onehot__route_variant_688-6     1.826268         1.826268
                      onehot__suburb_kearns     1.825516         1.825516
               onehot__route_variant_m54-24     1.825243         1.825243
              onehot__suburb_wollstonecraft     1.825136         1.825136
               onehot__route_variant_182-76     1.824958         1.824958
               onehot__route_variant_545-85     1.824892         1.824892
               onehot__route_variant_374-57     1.821413         1.821413
               onehot__route_variant_79-238     1.818682         1.818682
                  onehot__suburb_highfields     1.814697         1.814697
                onehot__suburb_hinchinbrook     1.813853         1.813853
               onehot__route_variant_325-21     1.812913         1.812913
                      onehot__suburb_narwee     1.811975         1.811975
              onehot__suburb_cremorne point     1.811842         1.811842
               onehot__route_variant_780-32     1.811319         1.811319
                onehot__route_variant_54-78     1.809240         1.809240
               onehot__route_variant_224-17     1.808632         1.808632
              onehot__route_variant_2543-16     1.808180         1.808180
               onehot__route_variant_200-12     1.808121         1.808121
               onehot__route_variant_2634-7     1.805880         1.805880
               onehot__route_variant_500-61     1.804589         1.804589
               onehot__route_variant_895-17     1.803742         1.803742
               onehot__route_variant_m90-55     1.802561         1.802561
                onehot__suburb_georges hall     1.801716         1.801716
               onehot__route_variant_399-12     1.801605         1.801605
               onehot__route_variant_686-23     1.801387         1.801387
               onehot__route_variant_s010-3     1.799762         1.799762
               onehot__route_variant_394-92     1.799585         1.799585
               onehot__route_variant_185-61     1.799486         1.799486
                       onehot__suburb_kiama     1.798755         1.798755
                    onehot__suburb_clontarf     1.798741         1.798741
                onehot__route_variant_989-3     1.796074         1.796074
               onehot__route_variant_902x-7     1.793887         1.793887
               onehot__route_variant_132-24     1.793849         1.793849
              onehot__route_variant_380-253     1.793816         1.793816
               onehot__route_variant_s110-2     1.793257         1.793257
               onehot__route_variant_759-35     1.793169         1.793169
               onehot__route_variant_197-22     1.792041         1.792041
               onehot__route_variant_350-27     1.791814         1.791814
                 onehot__suburb_glen alpine     1.791564         1.791564
               onehot__route_variant_8309-3     1.790570         1.790570
               onehot__route_variant_353-12     1.787761         1.787761
                onehot__route_variant_873-4     1.787719         1.787719
                onehot__route_variant_164-1     1.787371         1.787371
                 onehot__suburb_huntingwood     1.787042         1.787042
              onehot__route_variant_301-106     1.786915         1.786915
               onehot__route_variant_661n-4     1.786454         1.786454
              onehot__route_variant_690p-76     1.786222         1.786222
               onehot__route_variant_783-15     1.785483         1.785483
           onehot__route_variant_2627-23034     1.784676         1.784676
               onehot__route_variant_261-59     1.783661         1.783661
               onehot__route_variant_e69-22     1.783029         1.783029
               onehot__route_variant_90-157     1.780641         1.780641
                onehot__route_variant_211-2     1.780384         1.780384
                onehot__route_variant_784-1     1.779980         1.779980
              onehot__route_variant_2556-12     1.779679         1.779679
               onehot__route_variant_136-15     1.778136         1.778136
               onehot__route_variant_726-78     1.778025         1.778025
                onehot__route_variant_889-6     1.777577         1.777577
                   onehot__suburb_carey bay     1.777335         1.777335
                 onehot__route_variant_51-3     1.777217         1.777217
              onehot__route_variant_675c-71     1.775636         1.775636
                onehot__route_variant_894-3     1.774744         1.774744
                onehot__route_variant_70-80     1.774551         1.774551
               onehot__route_variant_297-12     1.774124         1.774124
               onehot__route_variant_736w-1     1.772544         1.772544
               onehot__route_variant_776-48     1.771193         1.771193
                 onehot__suburb_forestville     1.770933         1.770933
               onehot__route_variant_3000-9     1.770320         1.770320
                  onehot__suburb_fingal bay     1.770291         1.770291
              onehot__route_variant_9077-16     1.768843         1.768843
               onehot__route_variant_355-23     1.768312         1.768312
               onehot__route_variant_247-89     1.768160         1.768160
               onehot__route_variant_888-24     1.765033         1.765033
           onehot__route_variant_2715-30060     1.764655         1.764655
               onehot__route_variant_661-54     1.762815         1.762815
           onehot__route_variant_6502-86025     1.761634         1.761634
                 onehot__suburb_kogarah bay     1.760815         1.760815
                onehot__route_variant_76-11     1.759456         1.759456
               onehot__route_variant_722-53     1.758670         1.758670
                  onehot__suburb_rouse hill     1.758599         1.758599
                onehot__route_variant_97-84     1.757608         1.757608
               onehot__route_variant_68-103     1.756822         1.756822
               onehot__route_variant_392-91     1.755099         1.755099
           onehot__route_variant_2538-62136     1.754227         1.754227
              onehot__route_variant_756-226     1.753791         1.753791
                onehot__route_variant_870-5     1.753205         1.753205
               onehot__route_variant_680w-2     1.752198         1.752198
               onehot__route_variant_ish2-2     1.752133         1.752133
                onehot__route_variant_708-8     1.751476         1.751476
              onehot__suburb_mount warrigal     1.751162         1.751162
                  onehot__route_variant_4-2     1.750096         1.750096
                   onehot__suburb_kanahooka     1.748946         1.748946
              onehot__route_variant_260-115     1.748691         1.748691
               onehot__route_variant_683s-2     1.748247         1.748247
                  onehot__suburb_riverstone     1.748047         1.748047
                     onehot__suburb_newtown     1.746418         1.746418
               onehot__route_variant_944-61     1.746251         1.746251
             onehot__suburb_windermere park     1.746171         1.746171
               onehot__route_variant_6621-3     1.746171         1.746171
                onehot__suburb_harpers hill     1.745668         1.745668
               onehot__route_variant_609-41     1.740236         1.740236
                       onehot__suburb_dapto     1.739186         1.739186
            onehot__suburb_north turramurra     1.738355         1.738355
                onehot__route_variant_883-1     1.737625         1.737625
               onehot__route_variant_9057-1     1.736857         1.736857
           onehot__route_variant_5004-60002     1.735664         1.735664
                     onehot__suburb_wakeley     1.734801         1.734801
                onehot__suburb_green valley     1.734541         1.734541
               onehot__route_variant_373-78     1.734087         1.734087
                      onehot__suburb_ultimo     1.733917         1.733917
               onehot__route_variant_668-34     1.733160         1.733160
                onehot__route_variant_59-76     1.732629         1.732629
              onehot__route_variant_2543-15     1.731757         1.731757
             onehot__route_variant_100801-2     1.731434         1.731434
               onehot__route_variant_130-11     1.731284         1.731284
                onehot__route_variant_316-8     1.731183         1.731183
               onehot__route_variant_8229-2     1.730577         1.730577
             onehot__suburb_point frederick     1.730496         1.730496
              onehot__route_variant_603-322     1.730252         1.730252
               onehot__route_variant_637n-2     1.730002         1.730002
               onehot__route_variant_185-21     1.728151         1.728151
              onehot__route_variant_303-126     1.727320         1.727320
                  onehot__suburb_kings park     1.725983         1.725983
                    onehot__suburb_westmead     1.724923         1.724923
                onehot__suburb_quakers hill     1.724877         1.724877
                    onehot__suburb_the oaks     1.723371         1.723371
                   onehot__suburb_five dock     1.723168         1.723168
              onehot__route_variant_804-595     1.722746         1.722746
               onehot__route_variant_2551-7     1.722411         1.722411
                onehot__route_variant_895-7     1.720676         1.720676
                onehot__route_variant_225-4     1.719533         1.719533
               onehot__route_variant_492-27     1.718498         1.718498
              onehot__route_variant_621-378     1.718365         1.718365
               onehot__route_variant_350-32     1.717759         1.717759
                onehot__route_variant_911-3     1.717474         1.717474
               onehot__route_variant_138-34     1.716285         1.716285
               onehot__route_variant_814-62     1.713652         1.713652
                onehot__route_variant_460-6     1.713625         1.713625
               onehot__route_variant_572-20     1.713515         1.713515
                onehot__route_variant_97-88     1.713263         1.713263
               onehot__route_variant_5034-1     1.711604         1.711604
                onehot__suburb_dulwich hill     1.711031         1.711031
               onehot__route_variant_536-21     1.710984         1.710984
               onehot__route_variant_5510-1     1.710589         1.710589
              onehot__route_variant_745-162     1.706285         1.706285
               onehot__route_variant_1421-5     1.705960         1.705960
                    onehot__suburb_grasmere     1.704772         1.704772
               onehot__route_variant_850-16     1.703884         1.703884
              onehot__route_variant_380-271     1.703514         1.703514
                onehot__route_variant_352-4     1.703435         1.703435
              onehot__route_variant_802-373     1.701107         1.701107
                    onehot__suburb_narellan     1.699871         1.699871
               onehot__route_variant_544-64     1.697978         1.697978
               onehot__route_variant_857-22     1.697004         1.697004
              onehot__route_variant_2004-16     1.696082         1.696082
                    onehot__suburb_chiswick     1.696003         1.696003
                onehot__route_variant_48-24     1.694615         1.694615
               onehot__route_variant_689-37     1.691643         1.691643
                onehot__route_variant_924-4     1.690509         1.690509
                onehot__route_variant_361-5     1.687475         1.687475
           onehot__route_variant_2123-28057     1.685785         1.685785
              onehot__route_variant_8590-11     1.685131         1.685131
                onehot__route_variant_898-2     1.685089         1.685089
                onehot__route_variant_992-5     1.684544         1.684544
               onehot__route_variant_856-14     1.684018         1.684018
               onehot__route_variant_hps1-2     1.683324         1.683324
               onehot__route_variant_64-247     1.681753         1.681753
               onehot__route_variant_627n-1     1.680771         1.680771
               onehot__route_variant_688-39     1.679655         1.679655
                 onehot__route_variant_10-5     1.678956         1.678956
               onehot__route_variant_880-27     1.678109         1.678109
           onehot__route_variant_4098-28054     1.673986         1.673986
                   onehot__suburb_millfield     1.671528         1.671528
                onehot__route_variant_14a-2     1.671528         1.671528
               onehot__route_variant_7523-5     1.670835         1.670835
               onehot__route_variant_673-40     1.670559         1.670559
                onehot__route_variant_908-2     1.669263         1.669263
                onehot__suburb_beaconsfield     1.667340         1.667340
              onehot__route_variant_603-321     1.667241         1.667241
          onehot__suburb_birmingham gardens     1.666321         1.666321
              onehot__route_variant_8038-21     1.666257         1.666257
               onehot__route_variant_6480-1     1.665850         1.665850
              onehot__route_variant_802-374     1.665382         1.665382
                onehot__route_variant_778-7     1.665052         1.665052
                onehot__route_variant_387-7     1.664885         1.664885
              onehot__route_variant_804-609     1.664396         1.664396
              onehot__suburb_blackalls park     1.664372         1.664372
               onehot__route_variant_609n-1     1.664109         1.664109
                onehot__route_variant_885-4     1.662609         1.662609
                    onehot__suburb_homebush     1.662428         1.662428
               onehot__suburb_beverly hills     1.662066         1.662066
                  onehot__suburb_booker bay     1.661680         1.661680
                onehot__route_variant_595-4     1.661675         1.661675
                     onehot__suburb_kariong     1.659924         1.659924
                onehot__suburb_arndell park     1.659548         1.659548
           onehot__route_variant_4650-18033     1.658125         1.658125
              onehot__suburb_hamlyn terrace     1.656635         1.656635
                 onehot__route_variant_1u-1     1.653531         1.653531
              onehot__route_variant_303-110     1.653510         1.653510
                 onehot__suburb_kurri kurri     1.653243         1.653243
              onehot__route_variant_t63-208     1.652936         1.652936
            onehot__suburb_woronora heights     1.652934         1.652934
              onehot__route_variant_817-312     1.651790         1.651790
               onehot__route_variant_908-12     1.651510         1.651510
               onehot__route_variant_478-15     1.651260         1.651260
                     onehot__suburb_jewells     1.651040         1.651040
                onehot__route_variant_597-3     1.649823         1.649823
              onehot__route_variant_947-902     1.649814         1.649814
                onehot__route_variant_21-35     1.649352         1.649352
               onehot__route_variant_99-287     1.647868         1.647868
                onehot__route_variant_688-8     1.646902         1.646902
              onehot__route_variant_610-346     1.646613         1.646613
              onehot__route_variant_802-347     1.646585         1.646585
               onehot__route_variant_418-17     1.646348         1.646348
               onehot__route_variant_759-32     1.645963         1.645963
                   onehot__suburb_glenhaven     1.645634         1.645634
               onehot__route_variant_s205-3     1.644431         1.644431
              onehot__route_variant_260-127     1.643065         1.643065
                onehot__route_variant_166-1     1.642689         1.642689
                onehot__route_variant_923-5     1.642237         1.642237
               onehot__route_variant_890c-3     1.640295         1.640295
                onehot__route_variant_x92-5     1.640115         1.640115
                onehot__route_variant_168-2     1.634856         1.634856
                  onehot__suburb_hazelbrook     1.634538         1.634538
            onehot__route_variant_5062-5007     1.634253         1.634253
              onehot__route_variant_690p-64     1.632778         1.632778
               onehot__route_variant_381-12     1.632450         1.632450
               onehot__route_variant_36-140     1.631988         1.631988
              onehot__route_variant_610-366     1.631214         1.631214
            onehot__suburb_lilli pilli 2229     1.629553         1.629553
               onehot__route_variant_dhs3-1     1.628663         1.628663
                     onehot__suburb_enfield     1.627395         1.627395
                onehot__suburb_north epping     1.626864         1.626864
               onehot__route_variant_130-20     1.626836         1.626836
                onehot__route_variant_80-81     1.626366         1.626366
               onehot__route_variant_608-72     1.625846         1.625846
               onehot__route_variant_394-95     1.625830         1.625830
              onehot__route_variant_754-209     1.623286         1.623286
                 onehot__route_variant_13-3     1.622332         1.622332
               onehot__route_variant_8722-1     1.621142         1.621142
               onehot__route_variant_37-185     1.621051         1.621051
               onehot__route_variant_377-20     1.620921         1.620921
               onehot__route_variant_4031-1     1.620091         1.620091
                onehot__route_variant_134-8     1.619824         1.619824
              onehot__suburb_jordan springs     1.619149         1.619149
                   onehot__suburb_curl curl     1.616788         1.616788
               onehot__route_variant_911-22     1.616586         1.616586
                   onehot__suburb_fassifern     1.614756         1.614756
               onehot__route_variant_l85-55     1.614501         1.614501
               onehot__route_variant_3007-1     1.613878         1.613878
                onehot__route_variant_905-5     1.611682         1.611682
                onehot__route_variant_939-4     1.611029         1.611029
            onehot__route_variant_2162-4128     1.609378         1.609378
                onehot__route_variant_201-7     1.608949         1.608949
              onehot__route_variant_1401-10     1.607703         1.607703
               onehot__route_variant_6612-5     1.607541         1.607541
               onehot__route_variant_750n-1     1.606155         1.606155
              onehot__route_variant_692w-10     1.606065         1.606065
                 onehot__suburb_agnes banks     1.604349         1.604349
            onehot__suburb_silverwater 2128     1.604222         1.604222
                     onehot__suburb_sadleir     1.603937         1.603937
               onehot__route_variant_750-63     1.603048         1.603048
               onehot__route_variant_e69-21     1.602025         1.602025
                     onehot__suburb_telopea     1.601936         1.601936
                onehot__route_variant_782-2     1.601588         1.601588
               onehot__route_variant_835-22     1.601397         1.601397
                onehot__route_variant_26-54     1.600341         1.600341
                 onehot__route_variant_34-8     1.600216         1.600216
               onehot__route_variant_526-13     1.599928         1.599928
               onehot__route_variant_689-36     1.598627         1.598627
               onehot__route_variant_782-17     1.598478         1.598478
               onehot__route_variant_895-13     1.595582         1.595582
                onehot__route_variant_573-4     1.595225         1.595225
              onehot__route_variant_756-229     1.593545         1.593545
              onehot__route_variant_947-918     1.590705         1.590705
               onehot__route_variant_574n-1     1.590636         1.590636
               onehot__route_variant_526-19     1.590294         1.590294
                   onehot__suburb_pitt town     1.590157         1.590157
                onehot__route_variant_945-1     1.589270         1.589270
               onehot__route_variant_s833-2     1.588969         1.588969
                    onehot__suburb_sylvania     1.587680         1.587680
               onehot__route_variant_3033-1     1.587033         1.587033
           onehot__route_variant_2033-39088     1.585991         1.585991
               onehot__route_variant_715-66     1.583489         1.583489
              onehot__route_variant_757-218     1.581702         1.581702
        onehot__suburb_south wentworthville     1.580381         1.580381
                   onehot__suburb_west ryde     1.580139         1.580139
              onehot__route_variant_675a-24     1.579509         1.579509
                     onehot__suburb_campsie     1.577267         1.577267
                onehot__suburb_middle dural     1.576678         1.576678
              onehot__route_variant_9011-11     1.576502         1.576502
               onehot__route_variant_276-18     1.576428         1.576428
              onehot__route_variant_802-375     1.575601         1.575601
               onehot__route_variant_759-39     1.574681         1.574681
                        onehot__suburb_lorn     1.573731         1.573731
               onehot__route_variant_98-189     1.572988         1.572988
              onehot__route_variant_440-118     1.572957         1.572957
              onehot__route_variant_3121-15     1.572236         1.572236
               onehot__route_variant_392-98     1.572028         1.572028
               onehot__suburb_west wallsend     1.571922         1.571922
               onehot__route_variant_925-19     1.571671         1.571671
                  onehot__suburb_annangrove     1.570976         1.570976
               onehot__route_variant_275-47     1.570510         1.570510
                onehot__route_variant_898-4     1.568236         1.568236
               onehot__route_variant_969-21     1.566008         1.566008
               onehot__route_variant_677-24     1.564370         1.564370
                  onehot__suburb_smithfield     1.563923         1.563923
               onehot__route_variant_hsc2-2     1.563810         1.563810
            onehot__suburb_north parramatta     1.561971         1.561971
                      onehot__suburb_cromer     1.560744         1.560744
               onehot__route_variant_s147-1     1.560669         1.560669
                      onehot__suburb_pymble     1.560666         1.560666
               onehot__route_variant_t74-16     1.559948         1.559948
              onehot__route_variant_805-264     1.558086         1.558086
               onehot__route_variant_685-40     1.557723         1.557723
                onehot__suburb_the entrance     1.557387         1.557387
               onehot__route_variant_809-40     1.557267         1.557267
               onehot__route_variant_526-14     1.556749         1.556749
                      onehot__suburb_mulgoa     1.555713         1.555713
               onehot__route_variant_348-21     1.555510         1.555510
              onehot__route_variant_724-129     1.555454         1.555454
               onehot__route_variant_8091-1     1.554570         1.554570
                    onehot__suburb_woodpark     1.553630         1.553630
                  onehot__suburb_willoughby     1.551344         1.551344
              onehot__route_variant_751-153     1.550343         1.550343
               onehot__route_variant_363-19     1.549668         1.549668
               onehot__route_variant_0142-1     1.549343         1.549343
               onehot__route_variant_743-31     1.548546         1.548546
               onehot__route_variant_525-38     1.548381         1.548381
                  onehot__route_variant_4-1     1.547943         1.547943
                   onehot__suburb_unanderra     1.546915         1.546915
                onehot__route_variant_372-4     1.546477         1.546477
               onehot__route_variant_79-172     1.545772         1.545772
            onehot__suburb_kellyville ridge     1.545465         1.545465
           onehot__route_variant_2095-18094     1.545321         1.545321
               onehot__route_variant_785-25     1.544409         1.544409
                    onehot__suburb_booragul     1.544265         1.544265
               onehot__route_variant_6668-4     1.543691         1.543691
           onehot__route_variant_6565-95088     1.541967         1.541967
               onehot__route_variant_694w-1     1.540162         1.540162
               onehot__route_variant_775-33     1.540138         1.540138
               onehot__route_variant_896-36     1.538682         1.538682
           onehot__route_variant_2634-21047     1.538004         1.538004
                      onehot__suburb_kanwal     1.537739         1.537739
               onehot__route_variant_391-60     1.536348         1.536348
               onehot__route_variant_775-23     1.534855         1.534855
               onehot__route_variant_322-19     1.533435         1.533435
                 onehot__suburb_mount keira     1.533421         1.533421
               onehot__route_variant_hsc4-2     1.533258         1.533258
                 onehot__route_variant_37-1     1.532474         1.532474
                 onehot__suburb_marks point     1.531855         1.531855
                onehot__route_variant_993-1     1.531728         1.531728
               onehot__route_variant_6625-8     1.531029         1.531029
                 onehot__suburb_watsons bay     1.528791         1.528791
               onehot__route_variant_770-33     1.526910         1.526910
               onehot__route_variant_0091-3     1.526178         1.526178
               onehot__route_variant_343-78     1.524733         1.524733
                    onehot__suburb_doonside     1.523821         1.523821
               onehot__suburb_elermore vale     1.522790         1.522790
              onehot__route_variant_638-325     1.521626         1.521626
                     onehot__suburb_lisarow     1.519879         1.519879
                    onehot__suburb_wamberal     1.518777         1.518777
               onehot__route_variant_t62-93     1.518086         1.518086
              onehot__suburb_ropes crossing     1.517672         1.517672
