=== Regression Results ===
R² (Train): 0.4292
R² (Test): -0.0170
RMSE (Train): 13.9432
RMSE (Test): 37.8120

=== Feature Coefficients ===
                             Feature  Coefficient  Abs_Coefficient
                transit_stop_2030100     0.015463         0.015463
                transit_stop_2145562     0.015461         0.015461
                 transit_stop_228365    -0.015461         0.015461
                 transit_stop_212598    -0.015461         0.015461
                     depot_bankstown    -0.015458         0.015458
                route_variant_t62-86     0.015456         0.015456
                route_variant_958-12    -0.015454         0.015454
                           route_579    -0.015454         0.015454
                           route_880    -0.015441         0.015441
                     suburb_prospect    -0.015440         0.015440
                 transit_stop_209019     0.015429         0.015429
            transit_stop_sequence_92    -0.015421         0.015421
                route_variant_786-27    -0.015420         0.015420
                transit_stop_2199148     0.015415         0.015415
                transit_stop_2035132     0.015415         0.015415
                transit_stop_2148439     0.015414         0.015414
                transit_stop_2566248     0.015406         0.015406
                route_variant_t80-74     0.015394         0.015394
                 transit_stop_215174     0.015393         0.015393
                transit_stop_2168153     0.015376         0.015376
                      suburb_belmont    -0.015375         0.015375
                route_variant_441-13    -0.015373         0.015373
                transit_stop_2088187    -0.015370         0.015370
                 transit_stop_276334     0.015361         0.015361
                transit_stop_2747234     0.015349         0.015349
                           route_637    -0.015337         0.015337
                 transit_stop_223490    -0.015336         0.015336
                transit_stop_2750114    -0.015335         0.015335
                route_variant_962-11    -0.015334         0.015334
                 transit_stop_255812    -0.015334         0.015334
                 transit_stop_204941    -0.015331         0.015331
                 transit_stop_215429    -0.015323         0.015323
                route_variant_350-40    -0.015320         0.015320
                 transit_stop_228056    -0.015320         0.015320
                 route_variant_e77-8    -0.015316         0.015316
               route_variant_806-227    -0.015304         0.015304
                 transit_stop_221454    -0.015301         0.015301
                transit_stop_2560181     0.015298         0.015298
                transit_stop_2165130    -0.015297         0.015297
                route_variant_770w-1     0.015295         0.015295
                          route_770w     0.015295         0.015295
                 transit_stop_206339     0.015295         0.015295
                           route_901    -0.015292         0.015292
                 route_variant_866-6    -0.015282         0.015282
                transit_stop_2148326    -0.015282         0.015282
                 route_variant_450-9     0.015281         0.015281
                 transit_stop_203769    -0.015279         0.015279
               route_variant_438-114    -0.015277         0.015277
                transit_stop_2153220     0.015262         0.015262
                transit_stop_2031178    -0.015261         0.015261
                           route_502    -0.015253         0.015253
               route_variant_t60-155     0.015253         0.015253
                transit_stop_2750240     0.015248         0.015248
                 transit_stop_212565    -0.015243         0.015243
                     suburb_cronulla    -0.015235         0.015235
                           route_577    -0.015232         0.015232
                 transit_stop_201819     0.015232         0.015232
                 route_variant_926-6    -0.015230         0.015230
                transit_stop_2151144    -0.015228         0.015228
                transit_stop_2065136    -0.015228         0.015228
                transit_stop_2196220     0.015220         0.015220
                          route_649w     0.015209         0.015209
                route_variant_649w-5     0.015209         0.015209
                route_variant_641n-1     0.015204         0.015204
                          route_641n     0.015204         0.015204
                 transit_stop_206211    -0.015204         0.015204
                 transit_stop_250268    -0.015199         0.015199
                 transit_stop_207421     0.015193         0.015193
                route_variant_491-23    -0.015192         0.015192
                 transit_stop_207697    -0.015178         0.015178
                 transit_stop_203613    -0.015175         0.015175
                 suburb_russell vale    -0.015165         0.015165
                 transit_stop_203041    -0.015151         0.015151
                           route_413     0.015135         0.015135
                           route_313     0.015134         0.015134
                 transit_stop_220490    -0.015131         0.015131
                 transit_stop_257087    -0.015130         0.015130
                 route_variant_40-16    -0.015130         0.015130
                   suburb_fingal bay    -0.015130         0.015130
                 transit_stop_274796    -0.015124         0.015124
                     suburb_rockdale     0.015120         0.015120
                transit_stop_2088241    -0.015114         0.015114
                           route_812     0.015102         0.015102
                           route_879    -0.015096         0.015096
                 transit_stop_210152    -0.015094         0.015094
                 transit_stop_208643     0.015091         0.015091
                transit_stop_2528148    -0.015091         0.015091
                transit_stop_2560335     0.015081         0.015081
                 transit_stop_276352     0.015078         0.015078
                 transit_stop_229712    -0.015056         0.015056
                 transit_stop_216386    -0.015041         0.015041
                 transit_stop_203912    -0.015038         0.015038
                 transit_stop_219347    -0.015037         0.015037
                     suburb_hamilton    -0.015036         0.015036
                  suburb_tighes hill    -0.015030         0.015030
                transit_stop_2145219    -0.015028         0.015028
                 suburb_croydon park    -0.015022         0.015022
                route_variant_470-52    -0.015021         0.015021
                 transit_stop_220044    -0.015018         0.015018
                transit_stop_2113221    -0.015016         0.015016
                           route_131    -0.015012         0.015012
                 transit_stop_210782     0.015012         0.015012
                 route_variant_191-2     0.015012         0.015012
                 transit_stop_256048    -0.015009         0.015009
                 transit_stop_207428     0.015007         0.015007
                 suburb_concord west    -0.015005         0.015005
                route_variant_263-41    -0.015005         0.015005
                 transit_stop_209919    -0.014999         0.014999
                transit_stop_2259952    -0.014999         0.014999
                 transit_stop_219794    -0.014995         0.014995
                 transit_stop_220942    -0.014991         0.014991
                transit_stop_2160146    -0.014991         0.014991
                  suburb_umina beach     0.014988         0.014988
                 transit_stop_219679    -0.014981         0.014981
                route_variant_946-54    -0.014981         0.014981
                transit_stop_2528167     0.014981         0.014981
                 transit_stop_219944    -0.014980         0.014980
                route_variant_349-14    -0.014979         0.014979
                route_variant_515-56    -0.014979         0.014979
                 route_variant_395-4     0.014978         0.014978
                 transit_stop_250053    -0.014974         0.014974
                route_variant_397-58    -0.014972         0.014972
                 route_variant_53-15    -0.014967         0.014967
                 route_variant_879-5    -0.014965         0.014965
                 transit_stop_256041    -0.014965         0.014965
                transit_stop_2066253    -0.014962         0.014962
                 suburb_linley point    -0.014962         0.014962
                 transit_stop_206854    -0.014960         0.014960
                 transit_stop_232567    -0.014950         0.014950
                          route_690p     0.014949         0.014949
                transit_stop_2221122    -0.014936         0.014936
                route_variant_392-96     0.014932         0.014932
                           route_206    -0.014929         0.014929
                route_variant_480-46    -0.014927         0.014927
                 transit_stop_201638    -0.014924         0.014924
                 route_variant_589-2    -0.014924         0.014924
                 transit_stop_212026    -0.014924         0.014924
                 transit_stop_275086     0.014918         0.014918
                route_variant_785-30     0.014918         0.014918
                route_variant_349-13     0.014893         0.014893
                 transit_stop_210612    -0.014889         0.014889
            transit_stop_sequence_96    -0.014888         0.014888
                suburb_south penrith     0.014887         0.014887
                    suburb_lane cove     0.014880         0.014880
                 transit_stop_210189    -0.014879         0.014879
                 transit_stop_232499    -0.014878         0.014878
                 transit_stop_202041    -0.014874         0.014874
            transit_stop_sequence_30    -0.014871         0.014871
                transit_stop_2768144    -0.014869         0.014869
                 transit_stop_216232    -0.014868         0.014868
                 transit_stop_256613     0.014863         0.014863
               route_variant_642x-54    -0.014859         0.014859
               route_variant_2502-20    -0.014851         0.014851
                          route_2502    -0.014851         0.014851
                 transit_stop_219235    -0.014851         0.014851
                transit_stop_2126143     0.014848         0.014848
                transit_stop_2142103     0.014847         0.014847
                 transit_stop_204561     0.014836         0.014836
                 transit_stop_201718     0.014835         0.014835
                 transit_stop_228591    -0.014832         0.014832
           transit_stop_sequence_105     0.014830         0.014830
                transit_stop_2170604    -0.014827         0.014827
                route_variant_3024-1    -0.014827         0.014827
                          route_3024    -0.014827         0.014827
                 transit_stop_221784    -0.014825         0.014825
                 transit_stop_216523    -0.014819         0.014819
               route_variant_813-331    -0.014819         0.014819
                 route_variant_577-3    -0.014819         0.014819
                           route_941    -0.014819         0.014819
                transit_stop_2168108    -0.014816         0.014816
                 transit_stop_207512     0.014815         0.014815
                 transit_stop_202662    -0.014810         0.014810
                  route_variant_44-3     0.014809         0.014809
                 transit_stop_201048    -0.014799         0.014799
                transit_stop_2030117    -0.014797         0.014797
                 transit_stop_206828    -0.014797         0.014797
                 transit_stop_214665    -0.014777         0.014777
            transit_stop_sequence_75    -0.014776         0.014776
                 transit_stop_206060    -0.014774         0.014774
                route_variant_310-18    -0.014773         0.014773
                 transit_stop_201061    -0.014773         0.014773
                           route_e65    -0.014772         0.014772
                          route_2067     0.014761         0.014761
                transit_stop_2290155     0.014754         0.014754
                 transit_stop_275087    -0.014751         0.014751
                 transit_stop_210732    -0.014743         0.014743
                           route_348     0.014739         0.014739
                 transit_stop_228445    -0.014737         0.014737
                route_variant_6422-3    -0.014737         0.014737
                          route_6422    -0.014737         0.014737
                 transit_stop_213118     0.014735         0.014735
                 transit_stop_203419    -0.014730         0.014730
                transit_stop_2036129     0.014729         0.014729
                 transit_stop_202634     0.014722         0.014722
                 transit_stop_200817    -0.014720         0.014720
                transit_stop_2324109    -0.014716         0.014716
                transit_stop_2316114     0.014715         0.014715
                 route_variant_714-1     0.014715         0.014715
                route_variant_261-60     0.014708         0.014708
                transit_stop_2287148     0.014708         0.014708
            transit_stop_sequence_32    -0.014704         0.014704
                transit_stop_2088141    -0.014700         0.014700
                 transit_stop_202150    -0.014694         0.014694
                route_variant_658e-3    -0.014692         0.014692
                transit_stop_2567139     0.014689         0.014689
                 route_variant_799-4    -0.014684         0.014684
                transit_stop_2281159    -0.014684         0.014684
                route_variant_179-19    -0.014680         0.014680
                route_variant_775w-1    -0.014677         0.014677
                          route_775w    -0.014677         0.014677
                 transit_stop_203717    -0.014676         0.014676
                 transit_stop_222191    -0.014675         0.014675
                 transit_stop_220418     0.014670         0.014670
                transit_stop_2122124    -0.014666         0.014666
                transit_stop_2260504    -0.014665         0.014665
                 route_variant_e66-7    -0.014664         0.014664
                   suburb_leppington     0.014661         0.014661
               route_variant_705-204    -0.014657         0.014657
                transit_stop_2750102    -0.014647         0.014647
                transit_stop_2126126    -0.014645         0.014645
                route_variant_780-32    -0.014640         0.014640
                 route_variant_894-2     0.014637         0.014637
                     suburb_waverley     0.014637         0.014637
                   suburb_cartwright     0.014629         0.014629
                transit_stop_2148296     0.014623         0.014623
                transit_stop_2190122    -0.014605         0.014605
                route_variant_155-35     0.014601         0.014601
                     depot_edgeworth    -0.014600         0.014600
                           route_750    -0.014598         0.014598
                route_variant_797-16     0.014596         0.014596
                transit_stop_2745169     0.014596         0.014596
                 route_variant_55a-2    -0.014576         0.014576
                 transit_stop_212226     0.014572         0.014572
                suburb_homebush west    -0.014570         0.014570
                 transit_stop_226079     0.014567         0.014567
               route_variant_t60-145     0.014567         0.014567
                transit_stop_2193101    -0.014567         0.014567
                   suburb_annangrove     0.014565         0.014565
                 transit_stop_215217    -0.014564         0.014564
                           route_55a    -0.014561         0.014561
                route_variant_106-20    -0.014561         0.014561
                transit_stop_2287152    -0.014561         0.014561
                           route_255    -0.014560         0.014560
                 route_variant_255-5    -0.014560         0.014560
                 transit_stop_205717    -0.014560         0.014560
                transit_stop_2259122     0.014558         0.014558
               route_variant_2274-13     0.014557         0.014557
                          route_2274     0.014557         0.014557
                 transit_stop_201873     0.014557         0.014557
                route_variant_301-80     0.014557         0.014557
                 transit_stop_215463    -0.014553         0.014553
               route_variant_604-113    -0.014553         0.014553
                transit_stop_2251162     0.014546         0.014546
                           route_262    -0.014545         0.014545
                 transit_stop_221788    -0.014544         0.014544
                 transit_stop_201016    -0.014542         0.014542
               route_variant_518-118    -0.014539         0.014539
                route_variant_322-24    -0.014532         0.014532
                 transit_stop_206886    -0.014519         0.014519
                  route_variant_52-1    -0.014517         0.014517
                 suburb_edensor park     0.014516         0.014516
                 transit_stop_228568     0.014501         0.014501
                transit_stop_2036107    -0.014500         0.014500
                transit_stop_2031190     0.014500         0.014500
                 transit_stop_255729     0.014486         0.014486
                route_variant_896-34     0.014486         0.014486
                transit_stop_2250543     0.014485         0.014485
           transit_stop_sequence_135     0.014485         0.014485
                route_variant_197-19     0.014481         0.014481
                route_variant_588w-1    -0.014474         0.014474
                          route_588w    -0.014474         0.014474
                 transit_stop_211019    -0.014474         0.014474
                 transit_stop_213416    -0.014471         0.014471
                 transit_stop_276934     0.014468         0.014468
               route_variant_t60-146    -0.014466         0.014466
                route_variant_184-53    -0.014452         0.014452
                 transit_stop_232318    -0.014452         0.014452
                 transit_stop_206549     0.014450         0.014450
                route_variant_320-19     0.014449         0.014449
                           route_799     0.014446         0.014446
                transit_stop_2760105     0.014444         0.014444
                 transit_stop_228040     0.014441         0.014441
                route_variant_200-12     0.014440         0.014440
                transit_stop_2176153    -0.014430         0.014430
                           route_208    -0.014428         0.014428
                           route_431    -0.014428         0.014428
                transit_stop_2320357    -0.014424         0.014424
                transit_stop_2323101    -0.014422         0.014422
                transit_stop_2200273    -0.014420         0.014420
                transit_stop_2282201     0.014415         0.014415
            transit_stop_sequence_37    -0.014414         0.014414
                transit_stop_2177107    -0.014406         0.014406
                 route_variant_227-2     0.014405         0.014405
                           route_806     0.014403         0.014403
                 transit_stop_202148     0.014402         0.014402
                 route_variant_284-3    -0.014400         0.014400
                 transit_stop_206979    -0.014400         0.014400
                 transit_stop_211599    -0.014388         0.014388
                transit_stop_2747325    -0.014384         0.014384
                route_variant_184-57    -0.014380         0.014380
                route_variant_m41-25    -0.014375         0.014375
               route_variant_651-363    -0.014372         0.014372
                 transit_stop_212528    -0.014372         0.014372
                transit_stop_2100145    -0.014369         0.014369
                           route_924     0.014368         0.014368
                     suburb_belfield     0.014362         0.014362
                transit_stop_2567127     0.014360         0.014360
                route_variant_896-22     0.014360         0.014360
                 transit_stop_203923    -0.014346         0.014346
                 transit_stop_201536     0.014343         0.014343
                           route_993    -0.014341         0.014341
                 route_variant_65-55    -0.014335         0.014335
                transit_stop_2251195    -0.014335         0.014335
                 route_variant_338-6    -0.014333         0.014333
                 transit_stop_209689    -0.014331         0.014331
                 transit_stop_220721    -0.014321         0.014321
                 route_variant_452-4    -0.014321         0.014321
            transit_stop_sequence_46     0.014319         0.014319
                 transit_stop_205040    -0.014318         0.014318
                          route_564s     0.014318         0.014318
                transit_stop_2164234    -0.014317         0.014317
               route_variant_808-296    -0.014317         0.014317
                     suburb_ashfield     0.014299         0.014299
                transit_stop_2155179     0.014296         0.014296
                route_variant_m92-28     0.014296         0.014296
                 transit_stop_215415    -0.014293         0.014293
                        suburb_menai     0.014286         0.014286
                 transit_stop_215093    -0.014280         0.014280
                       suburb_sefton    -0.014277         0.014277
                transit_stop_2750447     0.014269         0.014269
                transit_stop_2770604     0.014269         0.014269
               route_variant_690p-73     0.014268         0.014268
                transit_stop_2777129     0.014268         0.014268
                   suburb_sun valley     0.014268         0.014268
                           route_408     0.014253         0.014253
                 transit_stop_221965     0.014252         0.014252
               route_variant_288-111     0.014249         0.014249
            suburb_brighton-le-sands    -0.014240         0.014240
                transit_stop_2120182    -0.014239         0.014239
                 route_variant_589-5    -0.014239         0.014239
                 transit_stop_203426    -0.014233         0.014233
                  suburb_north manly     0.014230         0.014230
                           route_222    -0.014230         0.014230
                 route_variant_922-3    -0.014230         0.014230
                transit_stop_2155165     0.014227         0.014227
                transit_stop_2168253    -0.014225         0.014225
                transit_stop_2148223     0.014217         0.014217
                  suburb_banksmeadow     0.014212         0.014212
                route_variant_207-94    -0.014208         0.014208
                transit_stop_2000178    -0.014208         0.014208
                transit_stop_2170524     0.014208         0.014208
                 transit_stop_202170     0.014207         0.014207
                           route_992    -0.014204         0.014204
                route_variant_811-52     0.014202         0.014202
                 transit_stop_203017     0.014195         0.014195
                transit_stop_2250432     0.014179         0.014179
            transit_stop_sequence_87    -0.014179         0.014179
               route_variant_632-314    -0.014178         0.014178
                    suburb_oak flats    -0.014174         0.014174
                 transit_stop_228051    -0.014164         0.014164
                 route_variant_862-6    -0.014164         0.014164
                           route_144    -0.014156         0.014156
                           route_638    -0.014149         0.014149
                 route_variant_21-37    -0.014142         0.014142
                 transit_stop_256761    -0.014131         0.014131
                 transit_stop_202315    -0.014128         0.014128
               route_variant_804-604    -0.014115         0.014115
                 transit_stop_216843    -0.014115         0.014115
                route_variant_722-50     0.014106         0.014106
                          route_703n     0.014105         0.014105
                route_variant_703n-3     0.014105         0.014105
                route_variant_944-37    -0.014102         0.014102
           transit_stop_sequence_106    -0.014096         0.014096
                route_variant_892-12     0.014094         0.014094
                 transit_stop_256725     0.014094         0.014094
                route_variant_50-129    -0.014092         0.014092
                transit_stop_2144177    -0.014091         0.014091
                route_variant_m92-62    -0.014091         0.014091
                           route_905    -0.014085         0.014085
                transit_stop_2077269    -0.014074         0.014074
                 transit_stop_212093    -0.014074         0.014074
                 route_variant_587-1    -0.014074         0.014074
                route_variant_722-44    -0.014073         0.014073
                           route_635    -0.014072         0.014072
                           route_393    -0.014065         0.014065
               route_variant_604-115    -0.014063         0.014063
                route_variant_m91-40     0.014062         0.014062
                 transit_stop_202147    -0.014057         0.014057
                 transit_stop_231540     0.014050         0.014050
                transit_stop_2259626    -0.014048         0.014048
                 route_variant_82-67    -0.014048         0.014048
                transit_stop_2154149    -0.014047         0.014047
                 transit_stop_215148     0.014043         0.014043
               route_variant_m60-198     0.014043         0.014043
                 transit_stop_220043     0.014038         0.014038
                 transit_stop_213328    -0.014038         0.014038
                 transit_stop_276870    -0.014035         0.014035
                 transit_stop_206698    -0.014030         0.014030
                route_variant_436-65    -0.014019         0.014019
                  suburb_harris park    -0.014014         0.014014
                 route_variant_m90-5    -0.014008         0.014008
                transit_stop_2763101    -0.014008         0.014008
                 transit_stop_207359    -0.014001         0.014001
                          route_2059    -0.013997         0.013997
            route_variant_2059-72134    -0.013997         0.013997
                transit_stop_2250124    -0.013997         0.013997
                 transit_stop_201647    -0.013996         0.013996
                        suburb_glebe     0.013990         0.013990
               route_variant_t66-108    -0.013983         0.013983
                 transit_stop_232272    -0.013983         0.013983
               route_variant_380-251     0.013982         0.013982
                transit_stop_2031135    -0.013978         0.013978
                transit_stop_2076215     0.013974         0.013974
                 transit_stop_217011    -0.013954         0.013954
                 transit_stop_217626     0.013953         0.013953
                route_variant_947-18     0.013952         0.013952
                      depot_hamilton    -0.013952         0.013952
                transit_stop_2570324    -0.013950         0.013950
                 route_variant_195-5    -0.013947         0.013947
                 transit_stop_207530    -0.013947         0.013947
             suburb_kellyville ridge    -0.013940         0.013940
                transit_stop_2250778     0.013939         0.013939
                transit_stop_2161138    -0.013938         0.013938
                 transit_stop_275944    -0.013936         0.013936
                transit_stop_2280224    -0.013931         0.013931
                route_variant_310-20    -0.013931         0.013931
                 transit_stop_203522     0.013926         0.013926
                route_variant_391-23     0.013926         0.013926
                 route_variant_325-9    -0.013924         0.013924
                route_variant_289-15    -0.013924         0.013924
                transit_stop_2066199    -0.013924         0.013924
                    suburb_bankstown    -0.013923         0.013923
                transit_stop_2145459    -0.013921         0.013921
                    depot_bateau bay    -0.013918         0.013918
                transit_stop_2290183    -0.013910         0.013910
                 transit_stop_204556    -0.013906         0.013906
                 route_variant_179-3    -0.013905         0.013905
                 transit_stop_274924     0.013905         0.013905
               route_variant_804-611    -0.013888         0.013888
                transit_stop_2168251    -0.013888         0.013888
                           route_275    -0.013887         0.013887
                 route_variant_275-6    -0.013887         0.013887
                route_variant_2404-8     0.013881         0.013881
                transit_stop_2320105     0.013881         0.013881
                          route_2404     0.013881         0.013881
                transit_stop_2251176    -0.013875         0.013875
                route_variant_785-18    -0.013865         0.013865
                transit_stop_2747239    -0.013862         0.013862
                 transit_stop_231544    -0.013839         0.013839
                 transit_stop_200815    -0.013833         0.013833
               route_variant_3623-12    -0.013832         0.013832
                transit_stop_2154174    -0.013832         0.013832
                          route_3623    -0.013832         0.013832
                 transit_stop_276828     0.013829         0.013829
                transit_stop_2290137     0.013828         0.013828
                transit_stop_2151207    -0.013823         0.013823
                 transit_stop_231626    -0.013821         0.013821
                 route_variant_130-6    -0.013821         0.013821
                route_variant_99-270    -0.013820         0.013820
                transit_stop_2263190    -0.013820         0.013820
                 transit_stop_207166    -0.013815         0.013815
                          route_2614    -0.013814         0.013814
                transit_stop_2250189    -0.013814         0.013814
            route_variant_2614-70098    -0.013814         0.013814
               route_variant_806-244     0.013808         0.013808
                transit_stop_2228106     0.013806         0.013806
                route_variant_350-32     0.013805         0.013805
                 transit_stop_228943     0.013805         0.013805
                 transit_stop_219725     0.013805         0.013805
                 transit_stop_203921     0.013805         0.013805
                transit_stop_2251283    -0.013802         0.013802
                 route_variant_l09-4    -0.013801         0.013801
                           route_l09    -0.013801         0.013801
                transit_stop_2290126    -0.013787         0.013787
                route_variant_483-52    -0.013787         0.013787
           transit_stop_sequence_129     0.013786         0.013786
                transit_stop_2257132     0.013786         0.013786
                transit_stop_2260138    -0.013785         0.013785
                 transit_stop_217738    -0.013784         0.013784
                route_variant_5508-1     0.013781         0.013781
                          route_5508     0.013781         0.013781
                    suburb_bass hill    -0.013777         0.013777
                transit_stop_2200151    -0.013774         0.013774
                          route_8521    -0.013771         0.013771
                route_variant_8521-4    -0.013771         0.013771
                 transit_stop_275080    -0.013770         0.013770
                           route_113    -0.013769         0.013769
                transit_stop_2190127    -0.013769         0.013769
                 route_variant_113-1    -0.013769         0.013769
                 transit_stop_256450    -0.013759         0.013759
                          route_5539     0.013751         0.013751
                 transit_stop_210050    -0.013749         0.013749
                 transit_stop_230573    -0.013748         0.013748
                route_variant_363-14    -0.013748         0.013748
                 transit_stop_203112    -0.013748         0.013748
                           route_295    -0.013745         0.013745
                transit_stop_2763127    -0.013742         0.013742
                 route_variant_m50-4    -0.013733         0.013733
                 transit_stop_212829     0.013731         0.013731
                route_variant_544-57     0.013731         0.013731
                     suburb_wamberal     0.013718         0.013718
                 transit_stop_228083    -0.013715         0.013715
                transit_stop_2324107    -0.013713         0.013713
                transit_stop_2120130    -0.013708         0.013708
                 route_variant_587-6    -0.013708         0.013708
               suburb_old toongabbie    -0.013704         0.013704
                transit_stop_2031165    -0.013700         0.013700
                route_variant_144-32     0.013696         0.013696
               route_variant_804-607     0.013694         0.013694
                 transit_stop_202944    -0.013694         0.013694
                 route_variant_879-2    -0.013691         0.013691
                 route_variant_903-3    -0.013689         0.013689
                          route_617w     0.013683         0.013683
                route_variant_617w-2     0.013683         0.013683
                transit_stop_2117175     0.013683         0.013683
                 transit_stop_223132     0.013683         0.013683
                 route_variant_987-5     0.013683         0.013683
                 transit_stop_225028    -0.013651         0.013651
                transit_stop_2770610    -0.013651         0.013651
                 transit_stop_203916     0.013650         0.013650
                 route_variant_19-63     0.013649         0.013649
                transit_stop_2299106    -0.013635         0.013635
                 route_variant_57-66     0.013634         0.013634
                 transit_stop_225639     0.013634         0.013634
                 transit_stop_207323    -0.013630         0.013630
                 route_variant_n90-6    -0.013630         0.013630
                route_variant_81-106    -0.013623         0.013623
                transit_stop_2263159    -0.013623         0.013623
                           route_896     0.013623         0.013623
                transit_stop_2150295     0.013615         0.013615
               route_variant_610-368    -0.013614         0.013614
                 transit_stop_228093    -0.013601         0.013601
                           route_729    -0.013599         0.013599
                 transit_stop_221117     0.013599         0.013599
                 route_variant_594-4    -0.013598         0.013598
                           route_594    -0.013598         0.013598
                 transit_stop_207475    -0.013598         0.013598
               route_variant_601-191     0.013589         0.013589
                 route_variant_850-9    -0.013587         0.013587
             route_variant_6543-5175     0.013586         0.013586
                 transit_stop_276639     0.013586         0.013586
                          route_6543     0.013586         0.013586
                transit_stop_2560542    -0.013580         0.013580
                transit_stop_2076131    -0.013573         0.013573
                transit_stop_2077211    -0.013571         0.013571
                 route_variant_596-1    -0.013571         0.013571
                 transit_stop_207932    -0.013569         0.013569
                 transit_stop_277611     0.013565         0.013565
                suburb_faulconbridge     0.013565         0.013565
               route_variant_685h-42     0.013565         0.013565
                route_variant_180-28    -0.013562         0.013562
                 transit_stop_209760    -0.013562         0.013562
                        suburb_manly    -0.013562         0.013562
                route_variant_66a-11     0.013560         0.013560
                 transit_stop_255873    -0.013559         0.013559
                 transit_stop_209694     0.013554         0.013554
                route_variant_611n-3     0.013554         0.013554
                          route_611n     0.013554         0.013554
                 transit_stop_221744    -0.013552         0.013552
                transit_stop_2500291    -0.013552         0.013552
                route_variant_268-28    -0.013546         0.013546
                transit_stop_2153245    -0.013543         0.013543
                 transit_stop_201014     0.013543         0.013543
               route_variant_506-104     0.013540         0.013540
                 transit_stop_206815     0.013539         0.013539
                transit_stop_2093121    -0.013537         0.013537
                 transit_stop_203725    -0.013536         0.013536
                 route_variant_65-54    -0.013534         0.013534
                 transit_stop_225023    -0.013534         0.013534
                 transit_stop_217739    -0.013533         0.013533
                route_variant_278-18    -0.013530         0.013530
                 transit_stop_202470    -0.013529         0.013529
                 transit_stop_204549    -0.013525         0.013525
                       suburb_coogee    -0.013522         0.013522
               route_variant_3163-17    -0.013515         0.013515
                          route_3163    -0.013515         0.013515
            transit_stop_sequence_50     0.013512         0.013512
                 transit_stop_214764    -0.013510         0.013510
                transit_stop_2221110    -0.013508         0.013508
                 transit_stop_219321    -0.013507         0.013507
                 transit_stop_200816    -0.013506         0.013506
                transit_stop_2190278    -0.013499         0.013499
                 transit_stop_211459     0.013498         0.013498
                 route_variant_940-4    -0.013493         0.013493
                route_variant_426-40     0.013493         0.013493
                transit_stop_2566166     0.013485         0.013485
                route_variant_3030-1     0.013485         0.013485
                          route_3030     0.013485         0.013485
                           route_t63     0.013483         0.013483
                route_variant_415-54     0.013483         0.013483
                transit_stop_2320346     0.013481         0.013481
              route_variant_620x-196    -0.013479         0.013479
                 transit_stop_212662    -0.013479         0.013479
                transit_stop_2259510     0.013479         0.013479
                route_variant_325-21    -0.013472         0.013472
                transit_stop_2762116     0.013471         0.013471
               route_variant_806-242    -0.013466         0.013466
                    depot_leichhardt     0.013462         0.013462
                 route_variant_181-1    -0.013461         0.013461
                route_variant_3004-1    -0.013449         0.013449
                          route_3004    -0.013449         0.013449
                  suburb_cecil hills    -0.013445         0.013445
                 transit_stop_252761    -0.013437         0.013437
                transit_stop_2093141    -0.013429         0.013429
                transit_stop_2154150     0.013425         0.013425
           transit_stop_sequence_120    -0.013419         0.013419
                 transit_stop_213312    -0.013419         0.013419
                transit_stop_2229198    -0.013418         0.013418
                           route_190    -0.013418         0.013418
                           route_439    -0.013415         0.013415
                 transit_stop_212629     0.013414         0.013414
                 transit_stop_276735    -0.013406         0.013406
               route_variant_610-363    -0.013404         0.013404
                       depot_burwood     0.013402         0.013402
                 transit_stop_204713    -0.013395         0.013395
                 transit_stop_216831     0.013393         0.013393
                          route_2616    -0.013392         0.013392
                transit_stop_2250244    -0.013392         0.013392
            route_variant_2616-69059    -0.013392         0.013392
                 route_variant_965-7     0.013384         0.013384
                           route_110    -0.013384         0.013384
                 route_variant_n90-4    -0.013382         0.013382
               route_variant_711-116     0.013380         0.013380
                 transit_stop_225962    -0.013375         0.013375
                route_variant_79-184    -0.013375         0.013375
                route_variant_374-57     0.013375         0.013375
                       suburb_epping    -0.013373         0.013373
                           route_904    -0.013365         0.013365
               suburb_fairfield east    -0.013361         0.013361
              suburb_rushcutters bay    -0.013358         0.013358
                route_variant_200-15    -0.013358         0.013358
                 transit_stop_201118    -0.013358         0.013358
                  depot_fairy meadow     0.013356         0.013356
                 transit_stop_222025     0.013354         0.013354
                 transit_stop_215487     0.013334         0.013334
                      suburb_bilgola    -0.013332         0.013332
                 route_variant_76-11     0.013330         0.013330
                transit_stop_2527153     0.013330         0.013330
                 transit_stop_220046     0.013324         0.013324
                transit_stop_2171193    -0.013322         0.013322
                transit_stop_2153148    -0.013318         0.013318
                transit_stop_2088177    -0.013317         0.013317
                 transit_stop_211287    -0.013311         0.013311
               route_variant_619-100    -0.013306         0.013306
                 transit_stop_215466    -0.013306         0.013306
               route_variant_805-264     0.013306         0.013306
                transit_stop_2035151    -0.013302         0.013302
                 transit_stop_217679     0.013300         0.013300
                           route_407    -0.013295         0.013295
                           route_815    -0.013294         0.013294
                route_variant_461-54    -0.013289         0.013289
               route_variant_t64-202    -0.013288         0.013288
                 transit_stop_250679    -0.013287         0.013287
                           route_913    -0.013287         0.013287
                 route_variant_961-6     0.013273         0.013273
                 transit_stop_222885     0.013273         0.013273
                transit_stop_2222125     0.013273         0.013273
                 transit_stop_229533     0.013269         0.013269
                route_variant_kk3e-1    -0.013263         0.013263
                          route_kk3e    -0.013263         0.013263
