=== Regression Results ===
R² (Train): 0.0829
R² (Test): 0.0542
RMSE (Train): 5.0642
RMSE (Test): 5.1763

=== Feature Coefficients ===
                                    Feature  Coefficient  Abs_Coefficient
               onehot__route_variant_36-119     0.052327         0.052327
               onehot__route_variant_275-47     0.052262         0.052262
               onehot__route_variant_667e-9     0.052256         0.052256
                onehot__route_variant_63-67     0.052102         0.052102
                 onehot__suburb_forestville     0.052093         0.052093
               onehot__route_variant_925-19     0.052063         0.052063
               onehot__route_variant_890-19     0.052044         0.052044
               onehot__route_variant_455-29     0.052039         0.052039
              onehot__route_variant_621-380     0.051954         0.051954
                 onehot__route_variant_10-5     0.051934         0.051934
               onehot__route_variant_l78-18     0.051912         0.051912
                onehot__route_variant_968-3     0.051911         0.051911
               onehot__route_variant_sac1-1     0.051838         0.051838
              onehot__route_variant_3062-18     0.051835         0.051835
               onehot__route_variant_162-12     0.051781         0.051781
              onehot__route_variant_690p-74     0.051757         0.051757
                 onehot__route_variant_15-6     0.051632         0.051632
               onehot__route_variant_1311-7     0.051609         0.051609
              onehot__route_variant_s658-22     0.051536         0.051536
               onehot__route_variant_853-23     0.051503         0.051503
              onehot__route_variant_2063-13     0.051453         0.051453
               onehot__route_variant_853-20     0.051425         0.051425
              onehot__route_variant_651-347     0.051398         0.051398
              onehot__route_variant_8023-16     0.051395         0.051395
               onehot__route_variant_392-91     0.051239         0.051239
              onehot__route_variant_t63-207     0.051155         0.051155
                 onehot__route_variant_43-4     0.051078         0.051078
               onehot__route_variant_5034-1     0.051058         0.051058
                onehot__suburb_condell park     0.051001         0.051001
              onehot__route_variant_303-110     0.050925         0.050925
               onehot__route_variant_647s-5     0.050872         0.050872
               onehot__route_variant_99-297     0.050846         0.050846
                onehot__route_variant_850-5     0.050820         0.050820
               onehot__route_variant_s521-1     0.050757         0.050757
                onehot__route_variant_201-6     0.050752         0.050752
               onehot__route_variant_891-18     0.050656         0.050656
               onehot__route_variant_s721-1     0.050601         0.050601
           onehot__route_variant_2095-18094     0.050592         0.050592
               onehot__route_variant_s601-1     0.050584         0.050584
               onehot__route_variant_9060-6     0.050572         0.050572
                onehot__route_variant_898-7     0.050552         0.050552
                onehot__route_variant_989-9     0.050506         0.050506
               onehot__route_variant_692y-8     0.050465         0.050465
              onehot__route_variant_632-317     0.050398         0.050398
               onehot__route_variant_230-19     0.050351         0.050351
               onehot__route_variant_392-96     0.050331         0.050331
               onehot__route_variant_225-30     0.050284         0.050284
               onehot__route_variant_896-34     0.050236         0.050236
               onehot__route_variant_137-37     0.050194         0.050194
               onehot__route_variant_188-11     0.050124         0.050124
               onehot__route_variant_s028-1     0.050103         0.050103
              onehot__suburb_north richmond     0.050082         0.050082
                onehot__route_variant_782-7     0.050059         0.050059
               onehot__route_variant_169-14     0.049998         0.049998
               onehot__route_variant_634s-1     0.049977         0.049977
               onehot__route_variant_8644-5     0.049899         0.049899
               onehot__route_variant_2340-5     0.049868         0.049868
               onehot__route_variant_577w-2     0.049833         0.049833
               onehot__route_variant_894x-1     0.049817         0.049817
               onehot__route_variant_311-75     0.049765         0.049765
           onehot__route_variant_5545-36025     0.049748         0.049748
               onehot__route_variant_392-60     0.049746         0.049746
              onehot__route_variant_754-210     0.049694         0.049694
               onehot__route_variant_2026-1     0.049621         0.049621
                onehot__route_variant_68-87     0.049575         0.049575
                onehot__route_variant_924-1     0.049573         0.049573
               onehot__route_variant_809-45     0.049558         0.049558
               onehot__route_variant_8126-1     0.049467         0.049467
                onehot__route_variant_883-1     0.049443         0.049443
              onehot__route_variant_9300-13     0.049319         0.049319
              onehot__route_variant_3522-17     0.049263         0.049263
               onehot__route_variant_759-27     0.049243         0.049243
              onehot__route_variant_sb017-1     0.049243         0.049243
               onehot__route_variant_s134-1     0.049228         0.049228
               onehot__route_variant_608-72     0.049176         0.049176
              onehot__route_variant_181-123     0.049075         0.049075
               onehot__route_variant_133-22     0.049039         0.049039
                   onehot__suburb_petersham     0.049017         0.049017
                onehot__route_variant_e78-8     0.048990         0.048990
               onehot__route_variant_925-61     0.048932         0.048932
               onehot__route_variant_600e-1     0.048924         0.048924
               onehot__route_variant_458-31     0.048919         0.048919
               onehot__route_variant_182-11     0.048907         0.048907
                   onehot__suburb_ingleside     0.048887         0.048887
               onehot__route_variant_3005-1     0.048763         0.048763
                onehot__route_variant_53-68     0.048732         0.048732
                onehot__route_variant_s07-1     0.048724         0.048724
               onehot__route_variant_770-33     0.048718         0.048718
                onehot__route_variant_968-7     0.048649         0.048649
               onehot__route_variant_770-30     0.048647         0.048647
               onehot__route_variant_8106-1     0.048562         0.048562
               onehot__route_variant_3640-5     0.048556         0.048556
               onehot__route_variant_617w-2     0.048524         0.048524
               onehot__route_variant_3034-1     0.048414         0.048414
               onehot__route_variant_2037-1     0.048369         0.048369
               onehot__route_variant_758-31     0.048343         0.048343
               onehot__route_variant_673-36     0.048343         0.048343
                onehot__route_variant_885-8     0.048230         0.048230
                onehot__route_variant_885-7     0.048221         0.048221
              onehot__route_variant_t64-193     0.048216         0.048216
              onehot__route_variant_3106-10     0.048189         0.048189
               onehot__suburb_glenmore park     0.047991         0.047991
                onehot__route_variant_597-3     0.047989         0.047989
                onehot__route_variant_869-6     0.047983         0.047983
              onehot__route_variant_3534-15     0.047983         0.047983
                onehot__route_variant_915-5     0.047961         0.047961
               onehot__route_variant_911-30     0.047910         0.047910
               onehot__route_variant_297-12     0.047897         0.047897
               onehot__route_variant_506-91     0.047873         0.047873
               onehot__route_variant_759-39     0.047843         0.047843
               onehot__route_variant_770-37     0.047792         0.047792
               onehot__route_variant_151-16     0.047774         0.047774
                onehot__route_variant_988-6     0.047763         0.047763
               onehot__route_variant_64-256     0.047748         0.047748
              onehot__route_variant_t75-231     0.047723         0.047723
               onehot__route_variant_99-305     0.047687         0.047687
               onehot__route_variant_79-244     0.047637         0.047637
               onehot__route_variant_664n-1     0.047620         0.047620
               onehot__route_variant_6159-8     0.047616         0.047616
               onehot__route_variant_776-35     0.047593         0.047593
                onehot__route_variant_284-2     0.047522         0.047522
              onehot__route_variant_380-212     0.047441         0.047441
               onehot__route_variant_942-15     0.047394         0.047394
              onehot__route_variant_2071-16     0.047380         0.047380
              onehot__route_variant_603-315     0.047330         0.047330
               onehot__route_variant_908-26     0.047292         0.047292
               onehot__route_variant_6544-1     0.047211         0.047211
               onehot__route_variant_895-18     0.047201         0.047201
               onehot__route_variant_461-54     0.047042         0.047042
               onehot__route_variant_9629-1     0.047003         0.047003
               onehot__route_variant_252-56     0.046985         0.046985
              onehot__route_variant_805-278     0.046976         0.046976
               onehot__route_variant_962-32     0.046938         0.046938
               onehot__route_variant_50-136     0.046904         0.046904
               onehot__route_variant_e86-18     0.046860         0.046860
               onehot__route_variant_2007-1     0.046849         0.046849
              onehot__route_variant_2599-27     0.046805         0.046805
               onehot__route_variant_958-19     0.046794         0.046794
                onehot__route_variant_l70-1     0.046762         0.046762
               onehot__route_variant_37-158     0.046758         0.046758
                onehot__route_variant_162-1     0.046552         0.046552
                onehot__route_variant_24-39     0.046549         0.046549
               onehot__route_variant_533-20     0.046520         0.046520
              onehot__route_variant_3597-10     0.046458         0.046458
              onehot__route_variant_2556-12     0.046439         0.046439
               onehot__route_variant_66a-13     0.046288         0.046288
              onehot__suburb_edmondson park     0.046159         0.046159
               onehot__route_variant_136-16     0.046156         0.046156
               onehot__route_variant_hsc4-2     0.046082         0.046082
                onehot__route_variant_191-9     0.046004         0.046004
                onehot__route_variant_837-7     0.045952         0.045952
               onehot__route_variant_sps3-1     0.045936         0.045936
               onehot__route_variant_1381-6     0.045869         0.045869
           onehot__route_variant_2143-24081     0.045837         0.045837
               onehot__route_variant_729n-2     0.045793         0.045793
               onehot__route_variant_363-16     0.045777         0.045777
               onehot__route_variant_458-32     0.045733         0.045733
               onehot__route_variant_758-43     0.045699         0.045699
               onehot__route_variant_s228-1     0.045678         0.045678
               onehot__route_variant_6216-4     0.045634         0.045634
           onehot__route_variant_4599-18035     0.045567         0.045567
               onehot__route_variant_649w-5     0.045548         0.045548
              onehot__route_variant_195s2-1     0.045466         0.045466
               onehot__route_variant_857-22     0.045454         0.045454
               onehot__route_variant_8705-7     0.045389         0.045389
              onehot__route_variant_2281-11     0.045302         0.045302
               onehot__route_variant_820-98     0.045291         0.045291
              onehot__route_variant_288-120     0.045256         0.045256
                onehot__route_variant_914-2     0.045218         0.045218
                 onehot__route_variant_51-7     0.045202         0.045202
               onehot__route_variant_665w-2     0.045188         0.045188
               onehot__route_variant_697-25     0.045183         0.045183
               onehot__route_variant_1001-5     0.045175         0.045175
              onehot__route_variant_1492-12     0.045149         0.045149
                 onehot__route_variant_37-1     0.045053         0.045053
             onehot__route_variant_102802-1     0.045053         0.045053
              onehot__route_variant_m91-125     0.044996         0.044996
               onehot__route_variant_601n-1     0.044996         0.044996
               onehot__route_variant_870-10     0.044981         0.044981
               onehot__route_variant_683s-2     0.044958         0.044958
              onehot__route_variant_33/4-14     0.044860         0.044860
              onehot__route_variant_638-311     0.044824         0.044824
              onehot__route_variant_9057-19     0.044812         0.044812
               onehot__route_variant_5508-1     0.044690         0.044690
                onehot__route_variant_883-6     0.044654         0.044654
               onehot__route_variant_649n-1     0.044640         0.044640
              onehot__route_variant_3121-15     0.044637         0.044637
                onehot__route_variant_19a-2     0.044624         0.044624
                onehot__route_variant_130-8     0.044609         0.044609
               onehot__route_variant_608e-2     0.044575         0.044575
               onehot__route_variant_s003-4     0.044544         0.044544
                onehot__route_variant_25-88     0.044506         0.044506
               onehot__route_variant_132-23     0.044474         0.044474
              onehot__route_variant_610-373     0.044447         0.044447
               onehot__route_variant_t74-32     0.044444         0.044444
                onehot__route_variant_19-63     0.044382         0.044382
                onehot__suburb_church point     0.044325         0.044325
              onehot__route_variant_698v-17     0.044316         0.044316
               onehot__route_variant_759-35     0.044268         0.044268
               onehot__route_variant_s401-1     0.044266         0.044266
               onehot__route_variant_870-25     0.044228         0.044228
               onehot__route_variant_s167-1     0.044206         0.044206
               onehot__route_variant_5543-1     0.044199         0.044199
           onehot__route_variant_2652-10126     0.044148         0.044148
               onehot__route_variant_spx1-1     0.044115         0.044115
           onehot__route_variant_4082-18028     0.044110         0.044110
               onehot__suburb_taylors beach     0.044088         0.044088
               onehot__route_variant_544-63     0.044062         0.044062
               onehot__route_variant_896-23     0.044019         0.044019
               onehot__route_variant_313-20     0.043988         0.043988
               onehot__route_variant_7001-8     0.043920         0.043920
              onehot__route_variant_812-151     0.043914         0.043914
               onehot__route_variant_478-29     0.043864         0.043864
                onehot__route_variant_714-1     0.043836         0.043836
              onehot__suburb_lake illawarra     0.043832         0.043832
               onehot__route_variant_n60-17     0.043768         0.043768
                    onehot__suburb_abermain     0.043758         0.043758
               onehot__route_variant_759-31     0.043703         0.043703
               onehot__route_variant_309-96     0.043693         0.043693
               onehot__route_variant_526-24     0.043680         0.043680
               onehot__route_variant_890-25     0.043585         0.043585
               onehot__route_variant_kk4a-2     0.043518         0.043518
                onehot__route_variant_713-1     0.043443         0.043443
              onehot__route_variant_506-108     0.043433         0.043433
               onehot__route_variant_m90-54     0.043403         0.043403
                onehot__route_variant_767-7     0.043398         0.043398
                     onehot__suburb_holgate     0.043388         0.043388
               onehot__route_variant_2048-1     0.043370         0.043370
              onehot__route_variant_3614-11     0.043367         0.043367
           onehot__route_variant_2121-76091     0.043297         0.043297
                onehot__route_variant_886-7     0.043279         0.043279
               onehot__route_variant_271-20     0.043233         0.043233
               onehot__route_variant_791-10     0.043194         0.043194
                   onehot__suburb_allandale     0.043071         0.043071
               onehot__route_variant_2404-8     0.043017         0.043017
                    onehot__suburb_belfield     0.042996         0.042996
               onehot__route_variant_870-33     0.042987         0.042987
               onehot__route_variant_2192-5     0.042974         0.042974
                onehot__route_variant_17-25     0.042965         0.042965
                onehot__route_variant_572-5     0.042889         0.042889
               onehot__route_variant_s104-1     0.042855         0.042855
               onehot__route_variant_2076-1     0.042854         0.042854
               onehot__route_variant_890-23     0.042814         0.042814
              onehot__route_variant_t60-149     0.042803         0.042803
              onehot__route_variant_2603-15     0.042801         0.042801
               onehot__route_variant_776-48     0.042705         0.042705
                onehot__route_variant_971-3     0.042681         0.042681
               onehot__route_variant_925-35     0.042657         0.042657
               onehot__route_variant_609w-1     0.042641         0.042641
               onehot__route_variant_693e-6     0.042634         0.042634
                onehot__route_variant_735-3     0.042526         0.042526
                onehot__route_variant_sj3-2     0.042517         0.042517
               onehot__route_variant_855-27     0.042515         0.042515
               onehot__route_variant_9050-9     0.042499         0.042499
               onehot__route_variant_971-43     0.042430         0.042430
               onehot__route_variant_568n-1     0.042380         0.042380
                 onehot__suburb_whitebridge     0.042346         0.042346
                 onehot__route_variant_6c-1     0.042339         0.042339
                       onehot__suburb_cowan     0.042328         0.042328
               onehot__route_variant_810-45     0.042316         0.042316
               onehot__route_variant_394-92     0.042286         0.042286
                onehot__suburb_east gosford     0.042262         0.042262
               onehot__route_variant_224-21     0.042248         0.042248
           onehot__route_variant_4006-28035     0.042245         0.042245
                onehot__route_variant_888-1     0.042207         0.042207
           onehot__route_variant_6057-65130     0.042189         0.042189
               onehot__route_variant_962-15     0.042166         0.042166
                onehot__route_variant_70-77     0.042062         0.042062
                onehot__route_variant_55-63     0.042049         0.042049
               onehot__route_variant_640-19     0.041979         0.041979
               onehot__route_variant_293-16     0.041974         0.041974
               onehot__route_variant_64-247     0.041940         0.041940
                onehot__route_variant_712-1     0.041901         0.041901
               onehot__route_variant_184-49     0.041871         0.041871
              onehot__route_variant_2015-18     0.041846         0.041846
               onehot__route_variant_963-25     0.041843         0.041843
              onehot__route_variant_756-227     0.041778         0.041778
                     onehot__suburb_patonga     0.041778         0.041778
           onehot__route_variant_5076-24008     0.041767         0.041767
               onehot__route_variant_m40-48     0.041708         0.041708
                onehot__route_variant_s17-7     0.041651         0.041651
                onehot__route_variant_881-3     0.041638         0.041638
               onehot__route_variant_136-18     0.041616         0.041616
               onehot__route_variant_670n-2     0.041614         0.041614
           onehot__route_variant_2157-24083     0.041608         0.041608
               onehot__route_variant_850-18     0.041567         0.041567
                onehot__route_variant_57-92     0.041558         0.041558
               onehot__route_variant_641n-1     0.041528         0.041528
               onehot__route_variant_681n-1     0.041527         0.041527
               onehot__route_variant_794-10     0.041507         0.041507
                onehot__route_variant_500-8     0.041358         0.041358
               onehot__route_variant_712e-4     0.041286         0.041286
               onehot__route_variant_597-21     0.041230         0.041230
               onehot__route_variant_911-22     0.041217         0.041217
                onehot__route_variant_166-2     0.041153         0.041153
               onehot__route_variant_hsc2-2     0.041088         0.041088
                onehot__route_variant_977-5     0.041077         0.041077
               onehot__route_variant_6434-7     0.041075         0.041075
                onehot__route_variant_872-1     0.041005         0.041005
               onehot__route_variant_439-33     0.040980         0.040980
              onehot__route_variant_690k-97     0.040909         0.040909
                      onehot__suburb_sydney     0.040905         0.040905
                     onehot__suburb_magenta     0.040872         0.040872
               onehot__route_variant_262-40     0.040834         0.040834
              onehot__route_variant_2171-10     0.040811         0.040811
              onehot__route_variant_3147-13     0.040808         0.040808
               onehot__route_variant_320-19     0.040804         0.040804
               onehot__route_variant_709n-2     0.040785         0.040785
               onehot__route_variant_t71-83     0.040678         0.040678
               onehot__route_variant_856-32     0.040634         0.040634
               onehot__route_variant_718-15     0.040624         0.040624
                      onehot__suburb_mosman     0.040589         0.040589
               onehot__route_variant_624e-4     0.040510         0.040510
                onehot__route_variant_sj6-2     0.040508         0.040508
               onehot__route_variant_181-84     0.040505         0.040505
                onehot__route_variant_967-3     0.040501         0.040501
                onehot__route_variant_54-78     0.040470         0.040470
                  onehot__suburb_grose vale     0.040324         0.040324
              onehot__route_variant_638-283     0.040316         0.040316
              onehot__route_variant_2004-16     0.040231         0.040231
               onehot__route_variant_s405-1     0.040210         0.040210
                onehot__route_variant_572-4     0.040134         0.040134
               onehot__route_variant_722-52     0.040127         0.040127
               onehot__route_variant_t61-76     0.040094         0.040094
               onehot__route_variant_478-15     0.040087         0.040087
              onehot__route_variant_3531-20     0.040033         0.040033
              onehot__route_variant_260-115     0.039984         0.039984
           onehot__route_variant_6037-53101     0.039971         0.039971
                onehot__route_variant_248-8     0.039968         0.039968
              onehot__route_variant_802-372     0.039966         0.039966
               onehot__route_variant_6458-4     0.039943         0.039943
           onehot__route_variant_6003-65131     0.039923         0.039923
                onehot__route_variant_903-8     0.039919         0.039919
                     onehot__suburb_kurmond     0.039901         0.039901
               onehot__route_variant_144-10     0.039890         0.039890
                onehot__route_variant_s17-4     0.039887         0.039887
               onehot__route_variant_880-11     0.039885         0.039885
              onehot__route_variant_t64-202     0.039722         0.039722
                onehot__route_variant_97-81     0.039712         0.039712
               onehot__route_variant_64-248     0.039579         0.039579
               onehot__route_variant_3007-7     0.039573         0.039573
               onehot__route_variant_6297-8     0.039566         0.039566
                onehot__route_variant_688-6     0.039510         0.039510
              onehot__route_variant_t60-129     0.039504         0.039504
               onehot__route_variant_759-40     0.039504         0.039504
               onehot__route_variant_691-39     0.039459         0.039459
                onehot__route_variant_211-2     0.039451         0.039451
              onehot__route_variant_2578-11     0.039423         0.039423
               onehot__route_variant_653n-1     0.039416         0.039416
               onehot__route_variant_79-243     0.039408         0.039408
              onehot__route_variant_8610-24     0.039405         0.039405
                onehot__route_variant_771-4     0.039332         0.039332
            onehot__suburb_mount kuring-gai     0.039324         0.039324
               onehot__route_variant_464-22     0.039320         0.039320
           onehot__suburb_pretty beach 2257     0.039295         0.039295
                  onehot__suburb_coal point     0.039289         0.039289
                onehot__route_variant_166-1     0.039248         0.039248
                     onehot__suburb_croydon     0.039100         0.039100
               onehot__route_variant_487-44     0.039067         0.039067
             onehot__route_variant_610x-452     0.039059         0.039059
               onehot__route_variant_s560-1     0.038974         0.038974
               onehot__suburb_mcgraths hill     0.038958         0.038958
            onehot__route_variant_2699-2105     0.038912         0.038912
            onehot__suburb_silverwater 2264     0.038869         0.038869
              onehot__route_variant_0344-10     0.038850         0.038850
               onehot__route_variant_545-60     0.038769         0.038769
               onehot__route_variant_261-59     0.038728         0.038728
              onehot__route_variant_816-109     0.038686         0.038686
              onehot__route_variant_8001-16     0.038657         0.038657
              onehot__route_variant_756-224     0.038612         0.038612
                 onehot__route_variant_51-3     0.038595         0.038595
               onehot__route_variant_668-39     0.038560         0.038560
              onehot__route_variant_816-110     0.038511         0.038511
                onehot__suburb_hammondville     0.038447         0.038447
               onehot__route_variant_455-36     0.038399         0.038399
               onehot__route_variant_s701-1     0.038368         0.038368
                onehot__route_variant_81-87     0.038278         0.038278
              onehot__route_variant_724-129     0.038181         0.038181
              onehot__route_variant_601-155     0.038174         0.038174
                 onehot__route_variant_37-6     0.038173         0.038173
              onehot__route_variant_3598-17     0.038132         0.038132
             onehot__route_variant_105304-1     0.038098         0.038098
              onehot__route_variant_394-156     0.038094         0.038094
               onehot__route_variant_50-137     0.038048         0.038048
                 onehot__route_variant_65-8     0.038041         0.038041
               onehot__route_variant_8091-1     0.038040         0.038040
               onehot__route_variant_753w-2     0.038006         0.038006
                onehot__route_variant_54-72     0.037970         0.037970
              onehot__route_variant_802-365     0.037927         0.037927
                onehot__route_variant_67-87     0.037882         0.037882
                onehot__suburb_hunters hill     0.037834         0.037834
                onehot__route_variant_er8-1     0.037751         0.037751
                onehot__route_variant_213-1     0.037630         0.037630
               onehot__route_variant_5004-1     0.037609         0.037609
               onehot__route_variant_183-13     0.037600         0.037600
              onehot__route_variant_612x-43     0.037585         0.037585
              onehot__route_variant_801-104     0.037576         0.037576
               onehot__route_variant_icc2-1     0.037539         0.037539
               onehot__route_variant_523-12     0.037529         0.037529
              onehot__route_variant_753-225     0.037507         0.037507
               onehot__route_variant_6204-3     0.037477         0.037477
               onehot__route_variant_8030-1     0.037403         0.037403
               onehot__route_variant_8717-2     0.037388         0.037388
               onehot__route_variant_hsc1-2     0.037379         0.037379
               onehot__route_variant_1005-1     0.037376         0.037376
                  onehot__route_variant_2-3     0.037280         0.037280
                onehot__route_variant_360-6     0.037280         0.037280
               onehot__route_variant_649e-1     0.037220         0.037220
                onehot__route_variant_969-8     0.037195         0.037195
           onehot__route_variant_5607-21012     0.037174         0.037174
                onehot__route_variant_501-6     0.037144         0.037144
               onehot__route_variant_280-25     0.037137         0.037137
              onehot__route_variant_3504-15     0.037063         0.037063
              onehot__route_variant_8618-10     0.036963         0.036963
              onehot__route_variant_804-583     0.036926         0.036926
                     onehot__suburb_dharruk     0.036896         0.036896
               onehot__route_variant_785-28     0.036870         0.036870
               onehot__route_variant_775-34     0.036825         0.036825
               onehot__route_variant_408-14     0.036754         0.036754
                     onehot__suburb_lambton     0.036735         0.036735
            onehot__route_variant_5011-2013     0.036583         0.036583
               onehot__route_variant_6621-3     0.036565         0.036565
             onehot__suburb_windermere park     0.036565         0.036565
                onehot__route_variant_317-5     0.036489         0.036489
                    onehot__suburb_bellambi     0.036399         0.036399
           onehot__route_variant_6066-53100     0.036396         0.036396
                onehot__route_variant_851-9     0.036329         0.036329
               onehot__route_variant_870-21     0.036329         0.036329
            onehot__suburb_stanhope gardens     0.036244         0.036244
                onehot__route_variant_560-1     0.036187         0.036187
               onehot__route_variant_sms1-2     0.036136         0.036136
               onehot__route_variant_s277-1     0.036115         0.036115
               onehot__route_variant_958-16     0.036099         0.036099
                onehot__route_variant_775-4     0.036085         0.036085
               onehot__route_variant_689-37     0.035985         0.035985
               onehot__route_variant_137-38     0.035903         0.035903
               onehot__route_variant_389-90     0.035894         0.035894
              onehot__route_variant_9608-23     0.035870         0.035870
               onehot__route_variant_68-100     0.035855         0.035855
                onehot__route_variant_258-7     0.035850         0.035850
               onehot__route_variant_618-33     0.035843         0.035843
              onehot__route_variant_802-386     0.035801         0.035801
               onehot__route_variant_301-80     0.035799         0.035799
               onehot__route_variant_9800-9     0.035799         0.035799
               onehot__route_variant_599n-1     0.035718         0.035718
               onehot__route_variant_642n-1     0.035688         0.035688
               onehot__route_variant_907-26     0.035666         0.035666
                onehot__route_variant_15-32     0.035605         0.035605
               onehot__route_variant_870-19     0.035597         0.035597
               onehot__route_variant_781n-1     0.035594         0.035594
               onehot__route_variant_636s-3     0.035582         0.035582
               onehot__route_variant_64-228     0.035578         0.035578
               onehot__route_variant_722-55     0.035488         0.035488
               onehot__route_variant_ict3-1     0.035420         0.035420
               onehot__route_variant_3017-7     0.035404         0.035404
              onehot__route_variant_3542-12     0.035328         0.035328
               onehot__route_variant_668-44     0.035324         0.035324
               onehot__route_variant_673-47     0.035294         0.035294
           onehot__route_variant_5024-22018     0.035263         0.035263
               onehot__route_variant_343-48     0.035260         0.035260
               onehot__route_variant_888-24     0.035233         0.035233
             onehot__route_variant_100903-2     0.035213         0.035213
                onehot__route_variant_791-5     0.035182         0.035182
               onehot__route_variant_609n-1     0.035111         0.035111
               onehot__route_variant_697-40     0.035095         0.035095
                onehot__route_variant_x09-5     0.035042         0.035042
               onehot__route_variant_79-186     0.035034         0.035034
                onehot__route_variant_594-3     0.034973         0.034973
               onehot__route_variant_s070-1     0.034906         0.034906
                onehot__route_variant_32-67     0.034881         0.034881
                onehot__route_variant_108-1     0.034861         0.034861
               onehot__route_variant_452-13     0.034826         0.034826
               onehot__route_variant_977-11     0.034821         0.034821
               onehot__route_variant_856-31     0.034753         0.034753
               onehot__route_variant_185-24     0.034662         0.034662
                onehot__route_variant_139-1     0.034611         0.034611
               onehot__route_variant_3629-3     0.034609         0.034609
               onehot__route_variant_9104-1     0.034582         0.034582
                onehot__route_variant_885-3     0.034551         0.034551
               onehot__route_variant_665n-1     0.034550         0.034550
               onehot__route_variant_446-17     0.034438         0.034438
               onehot__route_variant_324-76     0.034407         0.034407
                onehot__route_variant_888-4     0.034403         0.034403
              onehot__route_variant_9561-11     0.034401         0.034401
            onehot__route_variant_6507-4137     0.034308         0.034308
                onehot__route_variant_224-1     0.034289         0.034289
             onehot__suburb_berowra heights     0.034259         0.034259
              onehot__route_variant_8579-18     0.034194         0.034194
               onehot__route_variant_8620-6     0.034114         0.034114
                onehot__route_variant_238-2     0.034054         0.034054
               onehot__route_variant_m54-23     0.034047         0.034047
                 onehot__route_variant_53-9     0.033999         0.033999
               onehot__route_variant_5503-1     0.033997         0.033997
               onehot__route_variant_901-22     0.033876         0.033876
               onehot__route_variant_887-10     0.033867         0.033867
               onehot__route_variant_2211-3     0.033866         0.033866
               onehot__route_variant_924-19     0.033846         0.033846
               onehot__route_variant_775-10     0.033813         0.033813
               onehot__route_variant_428-56     0.033714         0.033714
              onehot__route_variant_610-357     0.033684         0.033684
               onehot__route_variant_1271-7     0.033673         0.033673
               onehot__route_variant_s125-1     0.033650         0.033650
               onehot__route_variant_880-25     0.033558         0.033558
              onehot__route_variant_9805-10     0.033527         0.033527
               onehot__route_variant_6534-1     0.033525         0.033525
                onehot__route_variant_853-2     0.033520         0.033520
               onehot__route_variant_9628-1     0.033501         0.033501
                onehot__route_variant_er9-1     0.033489         0.033489
                onehot__route_variant_892-3     0.033460         0.033460
                onehot__route_variant_25-76     0.033441         0.033441
               onehot__route_variant_6412-3     0.033427         0.033427
               onehot__route_variant_s11-10     0.033388         0.033388
                onehot__route_variant_791-9     0.033387         0.033387
               onehot__route_variant_689-36     0.033355         0.033355
           onehot__route_variant_6016-80054     0.033307         0.033307
               onehot__route_variant_8214-5     0.033287         0.033287
                onehot__route_variant_142-5     0.033284         0.033284
                onehot__suburb_fountaindale     0.033190         0.033190
              onehot__route_variant_3160-21     0.033180         0.033180
               onehot__route_variant_698v-2     0.033151         0.033151
               onehot__suburb_erina heights     0.033094         0.033094
              onehot__route_variant_394-153     0.033074         0.033074
               onehot__route_variant_635n-1     0.032996         0.032996
               onehot__route_variant_605s-1     0.032967         0.032967
               onehot__route_variant_783-15     0.032903         0.032903
                onehot__route_variant_922-5     0.032897         0.032897
                 onehot__route_variant_71-2     0.032889         0.032889
                 onehot__suburb_bungarribee     0.032874         0.032874
              onehot__route_variant_690p-94     0.032842         0.032842
              onehot__route_variant_nc2am-1     0.032747         0.032747
               onehot__route_variant_534-46     0.032738         0.032738
                onehot__route_variant_976-9     0.032729         0.032729
              onehot__route_variant_3512-16     0.032715         0.032715
               onehot__route_variant_884w-4     0.032693         0.032693
               onehot__route_variant_815-10     0.032657         0.032657
           onehot__route_variant_4047-61040     0.032653         0.032653
                onehot__route_variant_278-7     0.032581         0.032581
               onehot__route_variant_37-171     0.032574         0.032574
           onehot__route_variant_4581-36019     0.032570         0.032570
                onehot__route_variant_x74-7     0.032540         0.032540
                   onehot__suburb_millfield     0.032506         0.032506
                onehot__route_variant_14a-2     0.032506         0.032506
              onehot__route_variant_632-282     0.032482         0.032482
               onehot__route_variant_782-23     0.032466         0.032466
                onehot__route_variant_137-9     0.032464         0.032464
               onehot__route_variant_8715-3     0.032449         0.032449
               onehot__route_variant_566w-1     0.032428         0.032428
                onehot__route_variant_32-96     0.032409         0.032409
               onehot__route_variant_718-14     0.032387         0.032387
               onehot__route_variant_1031-1     0.032332         0.032332
              onehot__route_variant_3567-17     0.032300         0.032300
               onehot__route_variant_570w-3     0.032269         0.032269
              onehot__route_variant_2694-14     0.032253         0.032253
                onehot__route_variant_812-3     0.032220         0.032220
               onehot__route_variant_901-28     0.032178         0.032178
              onehot__route_variant_2543-16     0.032107         0.032107
               onehot__route_variant_363-19     0.032088         0.032088
              onehot__route_variant_2571-17     0.032055         0.032055
                onehot__route_variant_305-9     0.032028         0.032028
                onehot__route_variant_904-5     0.031988         0.031988
               onehot__route_variant_727n-1     0.031968         0.031968
               onehot__route_variant_730n-3     0.031934         0.031934
               onehot__route_variant_586w-2     0.031906         0.031906
               onehot__route_variant_513-18     0.031861         0.031861
                    onehot__suburb_claymore     0.031857         0.031857
               onehot__route_variant_2195-6     0.031815         0.031815
