=== Regression Results ===
R² (Train): 0.0829
R² (Test): 0.0542
RMSE (Train): 5.0642
RMSE (Test): 5.1763

=== Feature Coefficients ===
                                    Feature  Coefficient  Abs_Coefficient
               onehot__route_variant_64-245    -0.030486         0.030486
                onehot__route_variant_810-8    -0.030494         0.030494
               onehot__route_variant_130-15    -0.030519         0.030519
               onehot__route_variant_791w-1    -0.030522         0.030522
                onehot__route_variant_975-2    -0.030543         0.030543
               onehot__route_variant_231-10    -0.030608         0.030608
               onehot__route_variant_s604-1    -0.030680         0.030680
              onehot__route_variant_753-230    -0.030680         0.030680
                onehot__route_variant_m90-3    -0.030726         0.030726
               onehot__route_variant_5558-1    -0.030744         0.030744
               onehot__route_variant_515-58    -0.030771         0.030771
                 onehot__route_variant_91-1    -0.030818         0.030818
               onehot__route_variant_36-127    -0.030851         0.030851
             onehot__route_variant_690k-106    -0.030873         0.030873
                onehot__route_variant_38-54    -0.030880         0.030880
               onehot__route_variant_786-39    -0.030880         0.030880
              onehot__route_variant_t66-106    -0.030885         0.030885
              onehot__route_variant_745-163    -0.030911         0.030911
               onehot__route_variant_sul2-1    -0.030915         0.030915
               onehot__route_variant_sac2-2    -0.030919         0.030919
                onehot__route_variant_905-4    -0.030927         0.030927
               onehot__route_variant_715-64    -0.030946         0.030946
               onehot__route_variant_688-43    -0.030949         0.030949
              onehot__route_variant_380-138    -0.030970         0.030970
               onehot__route_variant_6669-1    -0.030970         0.030970
              onehot__route_variant_816-111    -0.030975         0.030975
               onehot__route_variant_tig3-2    -0.030979         0.030979
              onehot__route_variant_2520-18    -0.031032         0.031032
              onehot__route_variant_1688-18    -0.031048         0.031048
                 onehot__route_variant_39-3    -0.031049         0.031049
               onehot__route_variant_156-17    -0.031060         0.031060
                onehot__route_variant_21-32    -0.031077         0.031077
                    onehot__suburb_one mile    -0.031081         0.031081
                onehot__route_variant_57-90    -0.031095         0.031095
           onehot__route_variant_4085-45002    -0.031121         0.031121
              onehot__route_variant_3511-19    -0.031122         0.031122
               onehot__route_variant_s782-1    -0.031139         0.031139
              onehot__route_variant_675c-72    -0.031188         0.031188
               onehot__route_variant_971-21    -0.031193         0.031193
                onehot__route_variant_15-22    -0.031203         0.031203
               onehot__route_variant_854-27    -0.031210         0.031210
               onehot__route_variant_s572-1    -0.031225         0.031225
               onehot__route_variant_106-19    -0.031256         0.031256
               onehot__route_variant_691-38    -0.031266         0.031266
                onehot__route_variant_63-70    -0.031283         0.031283
              onehot__route_variant_2611-15    -0.031304         0.031304
              onehot__route_variant_9071-13    -0.031321         0.031321
               onehot__route_variant_883k-2    -0.031321         0.031321
               onehot__route_variant_8028-1    -0.031327         0.031327
              onehot__route_variant_380-117    -0.031366         0.031366
               onehot__route_variant_705w-1    -0.031427         0.031427
               onehot__route_variant_942-37    -0.031439         0.031439
              onehot__route_variant_2013-13    -0.031447         0.031447
                 onehot__route_variant_30-1    -0.031464         0.031464
                onehot__route_variant_901-6    -0.031474         0.031474
               onehot__route_variant_968-11    -0.031480         0.031480
                 onehot__route_variant_9a-1    -0.031518         0.031518
               onehot__route_variant_393-11    -0.031524         0.031524
              onehot__route_variant_324-109    -0.031538         0.031538
               onehot__route_variant_706-18    -0.031561         0.031561
               onehot__route_variant_309-53    -0.031653         0.031653
               onehot__route_variant_3001-1    -0.031659         0.031659
               onehot__route_variant_663-42    -0.031724         0.031724
                onehot__route_variant_97-87    -0.031785         0.031785
           onehot__route_variant_2100-63040    -0.031790         0.031790
              onehot__route_variant_944-109    -0.031832         0.031832
               onehot__route_variant_626n-1    -0.031837         0.031837
           onehot__route_variant_4146-19012    -0.031846         0.031846
           onehot__route_variant_6013-81099    -0.031971         0.031971
            onehot__suburb_bellbird heights    -0.031977         0.031977
                onehot__route_variant_97-82    -0.031988         0.031988
                onehot__route_variant_402-1    -0.031996         0.031996
              onehot__route_variant_nc4pm-1    -0.032000         0.032000
               onehot__route_variant_6465-6    -0.032008         0.032008
               onehot__route_variant_745s-2    -0.032069         0.032069
              onehot__route_variant_638-317    -0.032088         0.032088
              onehot__route_variant_685h-51    -0.032142         0.032142
               onehot__route_variant_270-56    -0.032165         0.032165
                onehot__route_variant_68-93    -0.032178         0.032178
               onehot__route_variant_196-11    -0.032186         0.032186
              onehot__route_variant_181-133    -0.032224         0.032224
               onehot__route_variant_689-17    -0.032238         0.032238
                onehot__route_variant_551-4    -0.032246         0.032246
               onehot__route_variant_888-15    -0.032259         0.032259
               onehot__route_variant_962-13    -0.032259         0.032259
               onehot__route_variant_389-26    -0.032260         0.032260
           onehot__route_variant_2526-46059    -0.032288         0.032288
              onehot__route_variant_2625-11    -0.032291         0.032291
               onehot__route_variant_455-43    -0.032374         0.032374
                onehot__route_variant_155-7    -0.032382         0.032382
           onehot__route_variant_4113-51001    -0.032382         0.032382
               onehot__route_variant_6638-2    -0.032432         0.032432
                onehot__route_variant_780-4    -0.032457         0.032457
               onehot__route_variant_674n-4    -0.032477         0.032477
               onehot__route_variant_274-31    -0.032503         0.032503
               onehot__route_variant_130-16    -0.032527         0.032527
               onehot__route_variant_597-15    -0.032535         0.032535
               onehot__route_variant_228-11    -0.032552         0.032552
            onehot__suburb_hurstville grove    -0.032559         0.032559
               onehot__route_variant_687w-3    -0.032566         0.032566
               onehot__route_variant_6611-6    -0.032567         0.032567
               onehot__route_variant_594w-1    -0.032589         0.032589
               onehot__route_variant_389-51    -0.032598         0.032598
            onehot__route_variant_2579-2111    -0.032616         0.032616
               onehot__route_variant_663-70    -0.032640         0.032640
               onehot__route_variant_1641-8    -0.032658         0.032658
           onehot__route_variant_2044-37063    -0.032667         0.032667
              onehot__route_variant_638-307    -0.032684         0.032684
               onehot__route_variant_942-90    -0.032709         0.032709
              onehot__route_variant_685h-54    -0.032734         0.032734
               onehot__route_variant_673-42    -0.032737         0.032737
                  onehot__suburb_pelaw main    -0.032780         0.032780
               onehot__route_variant_1262-5    -0.032788         0.032788
                     onehot__suburb_teralba    -0.032796         0.032796
              onehot__route_variant_2554-19    -0.032830         0.032830
               onehot__route_variant_6519-1    -0.032831         0.032831
               onehot__route_variant_6521-1    -0.032836         0.032836
               onehot__route_variant_6420-5    -0.032845         0.032845
              onehot__route_variant_394-162    -0.032872         0.032872
               onehot__route_variant_247-69    -0.032884         0.032884
                onehot__route_variant_283-5    -0.032884         0.032884
               onehot__route_variant_865-16    -0.032884         0.032884
               onehot__route_variant_1367-5    -0.032901         0.032901
              onehot__route_variant_3625-18    -0.032905         0.032905
               onehot__route_variant_8004-1    -0.032971         0.032971
               onehot__route_variant_189-12    -0.032989         0.032989
               onehot__route_variant_162-10    -0.033092         0.033092
               onehot__route_variant_853-30    -0.033122         0.033122
             onehot__route_variant_103503-2    -0.033125         0.033125
           onehot__route_variant_4143-18036    -0.033143         0.033143
                onehot__route_variant_176-1    -0.033161         0.033161
               onehot__route_variant_775-31    -0.033192         0.033192
                     onehot__suburb_sadleir    -0.033243         0.033243
            onehot__route_variant_2144-4127    -0.033263         0.033263
                 onehot__suburb_eschol park    -0.033271         0.033271
               onehot__route_variant_182-97    -0.033275         0.033275
               onehot__route_variant_722n-2    -0.033275         0.033275
                  onehot__suburb_carss park    -0.033281         0.033281
               onehot__route_variant_789-12    -0.033315         0.033315
               onehot__route_variant_6349-7    -0.033321         0.033321
               onehot__route_variant_923-14    -0.033327         0.033327
                onehot__route_variant_107-9    -0.033352         0.033352
                onehot__route_variant_596-1    -0.033363         0.033363
                   onehot__suburb_bar beach    -0.033365         0.033365
                onehot__route_variant_582-6    -0.033401         0.033401
               onehot__route_variant_968-16    -0.033413         0.033413
           onehot__route_variant_6528-86032    -0.033425         0.033425
               onehot__route_variant_207-47    -0.033435         0.033435
              onehot__route_variant_380-106    -0.033501         0.033501
              onehot__route_variant_0451-11    -0.033548         0.033548
               onehot__route_variant_759-42    -0.033573         0.033573
                onehot__route_variant_719-4    -0.033623         0.033623
               onehot__route_variant_905-10    -0.033631         0.033631
               onehot__route_variant_6437-4    -0.033643         0.033643
                onehot__route_variant_866-2    -0.033644         0.033644
              onehot__route_variant_518-120    -0.033645         0.033645
               onehot__route_variant_944-58    -0.033683         0.033683
               onehot__route_variant_8512-4    -0.033691         0.033691
              onehot__route_variant_8519-13    -0.033738         0.033738
              onehot__route_variant_3611-18    -0.033751         0.033751
              onehot__route_variant_3599-26    -0.033754         0.033754
               onehot__route_variant_728n-1    -0.033755         0.033755
               onehot__route_variant_688-87    -0.033777         0.033777
              onehot__route_variant_380-104    -0.033782         0.033782
              onehot__route_variant_394-146    -0.033812         0.033812
               onehot__route_variant_6047-1    -0.033851         0.033851
               onehot__route_variant_723n-2    -0.033854         0.033854
               onehot__route_variant_870-29    -0.033870         0.033870
                      onehot__suburb_tomago    -0.033900         0.033900
               onehot__route_variant_6657-2    -0.033905         0.033905
              onehot__route_variant_207-140    -0.033919         0.033919
               onehot__route_variant_s811-1    -0.033924         0.033924
                onehot__route_variant_er4-1    -0.033944         0.033944
              onehot__route_variant_8579-16    -0.033960         0.033960
               onehot__route_variant_8507-8    -0.033965         0.033965
               onehot__route_variant_397-70    -0.033967         0.033967
              onehot__route_variant_690k-72    -0.033977         0.033977
               onehot__route_variant_400-80    -0.033987         0.033987
               onehot__route_variant_7004-9    -0.034003         0.034003
           onehot__route_variant_2504-68136    -0.034032         0.034032
              onehot__route_variant_3136-27    -0.034035         0.034035
               onehot__route_variant_965-13    -0.034040         0.034040
               onehot__route_variant_911-15    -0.034041         0.034041
               onehot__route_variant_819-80    -0.034064         0.034064
               onehot__route_variant_s807-2    -0.034082         0.034082
               onehot__route_variant_887-26    -0.034096         0.034096
               onehot__route_variant_ish9-2    -0.034100         0.034100
               onehot__suburb_north lambton    -0.034101         0.034101
               onehot__route_variant_775-41    -0.034111         0.034111
               onehot__route_variant_sj15-3    -0.034139         0.034139
               onehot__route_variant_590w-1    -0.034148         0.034148
               onehot__route_variant_893-14    -0.034150         0.034150
                onehot__route_variant_282-1    -0.034154         0.034154
               onehot__route_variant_679n-1    -0.034162         0.034162
               onehot__route_variant_634e-1    -0.034175         0.034175
               onehot__route_variant_967-14    -0.034206         0.034206
               onehot__route_variant_36-102    -0.034229         0.034229
              onehot__route_variant_705-187    -0.034240         0.034240
                onehot__route_variant_760-5    -0.034300         0.034300
               onehot__route_variant_68-102    -0.034310         0.034310
               onehot__route_variant_445-23    -0.034318         0.034318
              onehot__route_variant_810x-50    -0.034335         0.034335
               onehot__route_variant_394-53    -0.034378         0.034378
                onehot__route_variant_16-19    -0.034383         0.034383
                onehot__route_variant_261-1    -0.034390         0.034390
              onehot__route_variant_3504-14    -0.034396         0.034396
               onehot__route_variant_7009-8    -0.034407         0.034407
               onehot__route_variant_1036-1    -0.034428         0.034428
              onehot__route_variant_632-330    -0.034432         0.034432
                onehot__route_variant_413-1    -0.034467         0.034467
               onehot__route_variant_795-10    -0.034468         0.034468
               onehot__route_variant_389-53    -0.034469         0.034469
               onehot__route_variant_571w-1    -0.034479         0.034479
             onehot__route_variant_104401-2    -0.034488         0.034488
               onehot__route_variant_786n-1    -0.034498         0.034498
               onehot__route_variant_ahs2-2    -0.034514         0.034514
               onehot__route_variant_37-176    -0.034523         0.034523
                onehot__route_variant_851-3    -0.034538         0.034538
               onehot__route_variant_1341-7    -0.034569         0.034569
               onehot__route_variant_663-68    -0.034574         0.034574
                onehot__route_variant_25-77    -0.034591         0.034591
                        onehot__suburb_como    -0.034621         0.034621
               onehot__route_variant_8514-7    -0.034629         0.034629
               onehot__route_variant_2641-4    -0.034641         0.034641
                      onehot__suburb_seaham    -0.034641         0.034641
              onehot__route_variant_754-233    -0.034660         0.034660
               onehot__route_variant_185-60    -0.034710         0.034710
               onehot__route_variant_880-29    -0.034719         0.034719
                onehot__route_variant_991-3    -0.034731         0.034731
           onehot__route_variant_6530-16125    -0.034737         0.034737
                onehot__route_variant_59-70    -0.034750         0.034750
                 onehot__route_variant_39-1    -0.034772         0.034772
               onehot__route_variant_946-58    -0.034784         0.034784
               onehot__route_variant_770-39    -0.034786         0.034786
               onehot__route_variant_276-17    -0.034798         0.034798
              onehot__route_variant_607x-63    -0.034803         0.034803
                onehot__route_variant_32-68    -0.034852         0.034852
             onehot__route_variant_610x-433    -0.034856         0.034856
                onehot__route_variant_162-6    -0.034893         0.034893
               onehot__route_variant_6513-1    -0.034895         0.034895
              onehot__route_variant_3169-31    -0.034938         0.034938
               onehot__route_variant_bps1-2    -0.034972         0.034972
           onehot__route_variant_6510-65134    -0.035003         0.035003
                onehot__route_variant_15-26    -0.035015         0.035015
               onehot__route_variant_79-228    -0.035022         0.035022
             onehot__suburb_yarrawonga park    -0.035037         0.035037
               onehot__route_variant_397-57    -0.035045         0.035045
               onehot__route_variant_6332-6    -0.035053         0.035053
               onehot__route_variant_8701-7    -0.035103         0.035103
              onehot__route_variant_7504-10    -0.035111         0.035111
               onehot__route_variant_s505-1    -0.035125         0.035125
               onehot__route_variant_890-21    -0.035132         0.035132
                    onehot__suburb_kearsley    -0.035221         0.035221
               onehot__route_variant_694-10    -0.035232         0.035232
              onehot__route_variant_675c-74    -0.035256         0.035256
               onehot__route_variant_674-36    -0.035277         0.035277
              onehot__route_variant_625-188    -0.035294         0.035294
               onehot__route_variant_691-31    -0.035304         0.035304
               onehot__route_variant_374-15    -0.035309         0.035309
                  onehot__route_variant_3-2    -0.035322         0.035322
              onehot__route_variant_450-235    -0.035363         0.035363
               onehot__route_variant_2411-2    -0.035364         0.035364
               onehot__route_variant_9108-1    -0.035376         0.035376
                onehot__route_variant_721-4    -0.035378         0.035378
                onehot__route_variant_924-9    -0.035386         0.035386
               onehot__route_variant_5545-1    -0.035413         0.035413
                onehot__route_variant_857-7    -0.035424         0.035424
               onehot__route_variant_820-82    -0.035501         0.035501
           onehot__route_variant_4512-31021    -0.035524         0.035524
                onehot__route_variant_x10-5    -0.035528         0.035528
              onehot__route_variant_3533-26    -0.035580         0.035580
              onehot__route_variant_9300-12    -0.035595         0.035595
               onehot__route_variant_kw14-2    -0.035646         0.035646
               onehot__route_variant_688-89    -0.035665         0.035665
                     onehot__suburb_belrose    -0.035670         0.035670
              onehot__route_variant_267-318    -0.035745         0.035745
              onehot__route_variant_290-134    -0.035767         0.035767
                onehot__route_variant_776-9    -0.035833         0.035833
               onehot__route_variant_s578-1    -0.035855         0.035855
           onehot__route_variant_2058-20104    -0.035907         0.035907
              onehot__route_variant_8691-14    -0.035928         0.035928
               onehot__route_variant_s629-2    -0.035951         0.035951
                onehot__route_variant_57-65    -0.035965         0.035965
              onehot__route_variant_754-253    -0.035989         0.035989
               onehot__route_variant_l38-22    -0.036008         0.036008
                     onehot__suburb_clifton    -0.036044         0.036044
             onehot__route_variant_610x-445    -0.036048         0.036048
               onehot__route_variant_553-11    -0.036086         0.036086
                onehot__route_variant_902-3    -0.036106         0.036106
               onehot__route_variant_941-29    -0.036139         0.036139
               onehot__route_variant_230-12    -0.036143         0.036143
               onehot__route_variant_680-19    -0.036164         0.036164
               onehot__route_variant_634w-1    -0.036172         0.036172
                onehot__route_variant_689-8    -0.036225         0.036225
               onehot__route_variant_703n-4    -0.036228         0.036228
                onehot__route_variant_11-10    -0.036325         0.036325
               onehot__route_variant_4001-1    -0.036347         0.036347
              onehot__route_variant_604-116    -0.036351         0.036351
               onehot__route_variant_36-123    -0.036354         0.036354
               onehot__route_variant_whs5-2    -0.036394         0.036394
               onehot__route_variant_136-59    -0.036417         0.036417
              onehot__route_variant_2133-10    -0.036425         0.036425
                onehot__route_variant_sm2-1    -0.036427         0.036427
               onehot__route_variant_660n-2    -0.036461         0.036461
               onehot__route_variant_ahs1-1    -0.036494         0.036494
                onehot__route_variant_790-9    -0.036544         0.036544
              onehot__route_variant_3100-13    -0.036577         0.036577
                onehot__route_variant_479-6    -0.036622         0.036622
                onehot__suburb_erskineville    -0.036675         0.036675
                 onehot__suburb_kilaben bay    -0.036706         0.036706
                onehot__route_variant_905-3    -0.036722         0.036722
                    onehot__suburb_fletcher    -0.036758         0.036758
                 onehot__route_variant_s4-3    -0.036770         0.036770
                onehot__route_variant_967-1    -0.036776         0.036776
                onehot__route_variant_57-91    -0.036794         0.036794
               onehot__route_variant_s543-1    -0.036795         0.036795
              onehot__route_variant_801-110    -0.036824         0.036824
              onehot__route_variant_690k-84    -0.036875         0.036875
              onehot__suburb_wisemans ferry    -0.036885         0.036885
               onehot__route_variant_whs3-1    -0.036902         0.036902
                 onehot__route_variant_77-4    -0.036914         0.036914
                onehot__route_variant_x25-2    -0.036923         0.036923
               onehot__route_variant_901-18    -0.036971         0.036971
               onehot__route_variant_kk3e-1    -0.036973         0.036973
               onehot__route_variant_896-31    -0.036993         0.036993
               onehot__route_variant_8568-9    -0.037000         0.037000
                onehot__route_variant_728-8    -0.037022         0.037022
              onehot__route_variant_638-282    -0.037057         0.037057
                onehot__route_variant_255-5    -0.037112         0.037112
               onehot__route_variant_270-58    -0.037206         0.037206
               onehot__route_variant_389-50    -0.037210         0.037210
                onehot__route_variant_796-3    -0.037226         0.037226
               onehot__route_variant_462-13    -0.037231         0.037231
                onehot__route_variant_76-37    -0.037263         0.037263
               onehot__route_variant_695-30    -0.037269         0.037269
               onehot__route_variant_185-70    -0.037270         0.037270
               onehot__route_variant_8056-1    -0.037272         0.037272
               onehot__route_variant_8227-2    -0.037337         0.037337
               onehot__route_variant_8532-1    -0.037379         0.037379
                onehot__route_variant_793-4    -0.037380         0.037380
               onehot__route_variant_m41-31    -0.037381         0.037381
                onehot__route_variant_771-2    -0.037401         0.037401
           onehot__route_variant_6575-20098    -0.037417         0.037417
               onehot__route_variant_7516-9    -0.037445         0.037445
              onehot__route_variant_754-212    -0.037512         0.037512
               onehot__route_variant_s097-1    -0.037521         0.037521
                 onehot__route_variant_60-1    -0.037524         0.037524
              onehot__route_variant_711-121    -0.037538         0.037538
                onehot__route_variant_852-7    -0.037549         0.037549
           onehot__route_variant_2523-76062    -0.037578         0.037578
               onehot__suburb_west wallsend    -0.037594         0.037594
               onehot__route_variant_391-21    -0.037617         0.037617
               onehot__route_variant_724w-1    -0.037682         0.037682
                onehot__route_variant_879-2    -0.037687         0.037687
              onehot__route_variant_t80-119    -0.037700         0.037700
               onehot__route_variant_6656-3    -0.037729         0.037729
              onehot__route_variant_3594-15    -0.037736         0.037736
                onehot__route_variant_968-6    -0.037761         0.037761
               onehot__route_variant_649w-1    -0.037777         0.037777
               onehot__route_variant_896-32    -0.037789         0.037789
               onehot__route_variant_819-78    -0.037806         0.037806
               onehot__route_variant_643n-3    -0.037810         0.037810
               onehot__route_variant_50-131    -0.037811         0.037811
               onehot__route_variant_946-59    -0.037835         0.037835
               onehot__route_variant_895-15    -0.037862         0.037862
               onehot__route_variant_855-41    -0.037864         0.037864
             onehot__route_variant_106403-1    -0.037864         0.037864
               onehot__route_variant_9090-1    -0.037921         0.037921
                onehot__suburb_arcadia vale    -0.037932         0.037932
               onehot__route_variant_l94-31    -0.037937         0.037937
               onehot__route_variant_5549-1    -0.037942         0.037942
                onehot__route_variant_886-1    -0.037973         0.037973
               onehot__route_variant_142-14    -0.037974         0.037974
              onehot__route_variant_288-111    -0.038007         0.038007
              onehot__route_variant_908-944    -0.038045         0.038045
               onehot__route_variant_s376-1    -0.038045         0.038045
               onehot__route_variant_446-75    -0.038053         0.038053
                onehot__route_variant_31c-2    -0.038112         0.038112
               onehot__route_variant_883k-8    -0.038122         0.038122
               onehot__route_variant_90-160    -0.038123         0.038123
                onehot__route_variant_132-8    -0.038124         0.038124
             onehot__route_variant_690k-113    -0.038162         0.038162
                onehot__route_variant_871-8    -0.038168         0.038168
               onehot__route_variant_225-32    -0.038209         0.038209
             onehot__suburb_darlington 2008    -0.038211         0.038211
               onehot__route_variant_202-37    -0.038232         0.038232
              onehot__route_variant_690p-72    -0.038233         0.038233
               onehot__route_variant_183-27    -0.038240         0.038240
               onehot__route_variant_455-45    -0.038248         0.038248
               onehot__route_variant_l85-42    -0.038326         0.038326
               onehot__route_variant_136-47    -0.038355         0.038355
               onehot__route_variant_668-17    -0.038389         0.038389
               onehot__route_variant_cch2-1    -0.038400         0.038400
               onehot__route_variant_135-39    -0.038476         0.038476
               onehot__route_variant_s154-1    -0.038482         0.038482
               onehot__route_variant_500-20    -0.038504         0.038504
               onehot__route_variant_289-13    -0.038666         0.038666
               onehot__route_variant_491-19    -0.038711         0.038711
               onehot__route_variant_692e-4    -0.038833         0.038833
               onehot__route_variant_2048-7    -0.038861         0.038861
               onehot__route_variant_s214-1    -0.038876         0.038876
              onehot__route_variant_890c-15    -0.038880         0.038880
               onehot__route_variant_464-20    -0.038917         0.038917
               onehot__route_variant_m91-97    -0.038957         0.038957
                onehot__route_variant_880-3    -0.038958         0.038958
                onehot__route_variant_903-6    -0.038970         0.038970
               onehot__route_variant_373-90    -0.039027         0.039027
              onehot__route_variant_9810-12    -0.039061         0.039061
               onehot__route_variant_380-96    -0.039100         0.039100
               onehot__route_variant_l87-10    -0.039178         0.039178
               onehot__route_variant_247-99    -0.039199         0.039199
               onehot__route_variant_373-77    -0.039200         0.039200
               onehot__route_variant_m90-49    -0.039238         0.039238
               onehot__route_variant_6660-4    -0.039248         0.039248
               onehot__route_variant_610e-6    -0.039252         0.039252
                onehot__route_variant_19-50    -0.039258         0.039258
               onehot__route_variant_907-22    -0.039268         0.039268
           onehot__route_variant_6523-46065    -0.039298         0.039298
               onehot__route_variant_m90-40    -0.039307         0.039307
                 onehot__suburb_blair athol    -0.039310         0.039310
               onehot__route_variant_815-56    -0.039325         0.039325
           onehot__route_variant_4506-47006    -0.039346         0.039346
               onehot__route_variant_663s-1    -0.039362         0.039362
              onehot__route_variant_690p-86    -0.039380         0.039380
               onehot__suburb_morisset park    -0.039421         0.039421
               onehot__route_variant_946-39    -0.039434         0.039434
              onehot__route_variant_626-110    -0.039496         0.039496
            onehot__route_variant_6048-5160    -0.039499         0.039499
               onehot__route_variant_cch1-1    -0.039505         0.039505
                   onehot__suburb_mangerton    -0.039507         0.039507
               onehot__route_variant_553-19    -0.039538         0.039538
               onehot__route_variant_136-36    -0.039551         0.039551
              onehot__route_variant_6246-15    -0.039554         0.039554
              onehot__route_variant_3118-12    -0.039574         0.039574
                       onehot__suburb_kiama    -0.039610         0.039610
               onehot__route_variant_785-27    -0.039610         0.039610
                onehot__route_variant_760-6    -0.039615         0.039615
                     onehot__suburb_belford    -0.039652         0.039652
                onehot__route_variant_589-3    -0.039656         0.039656
              onehot__route_variant_637-342    -0.039670         0.039670
              onehot__route_variant_757-216    -0.039715         0.039715
               onehot__route_variant_2076-6    -0.039728         0.039728
              onehot__route_variant_813-336    -0.039746         0.039746
                onehot__route_variant_696-5    -0.039767         0.039767
               onehot__route_variant_207-49    -0.039805         0.039805
               onehot__route_variant_osh4-1    -0.039808         0.039808
              onehot__route_variant_804-569    -0.039811         0.039811
                onehot__route_variant_n40-5    -0.039857         0.039857
           onehot__route_variant_6504-46052    -0.039860         0.039860
               onehot__route_variant_263-38    -0.039869         0.039869
                 onehot__route_variant_35-4    -0.039878         0.039878
              onehot__route_variant_816-108    -0.039887         0.039887
                onehot__route_variant_76-33    -0.039928         0.039928
              onehot__route_variant_602x-16    -0.040001         0.040001
                 onehot__route_variant_65-4    -0.040024         0.040024
              onehot__route_variant_2549-13    -0.040059         0.040059
                onehot__route_variant_972-9    -0.040060         0.040060
                onehot__route_variant_976-8    -0.040078         0.040078
               onehot__route_variant_759n-2    -0.040084         0.040084
               onehot__route_variant_708e-4    -0.040129         0.040129
                onehot__route_variant_325-9    -0.040150         0.040150
                onehot__route_variant_sm6-2    -0.040151         0.040151
                    scaler__seated_capacity    -0.040170         0.040170
               onehot__route_variant_991-10    -0.040180         0.040180
               onehot__route_variant_978-17    -0.040203         0.040203
               onehot__route_variant_894x-2    -0.040206         0.040206
                onehot__route_variant_82-70    -0.040219         0.040219
               onehot__route_variant_92-108    -0.040243         0.040243
            onehot__route_variant_4102-4007    -0.040259         0.040259
               onehot__route_variant_353-12    -0.040293         0.040293
                onehot__route_variant_588-3    -0.040343         0.040343
           onehot__route_variant_2019-83027    -0.040343         0.040343
                 onehot__route_variant_41-2    -0.040348         0.040348
               onehot__route_variant_s106-2    -0.040350         0.040350
               onehot__route_variant_6195-4    -0.040350         0.040350
               onehot__route_variant_761-36    -0.040413         0.040413
               onehot__route_variant_640w-1    -0.040424         0.040424
               onehot__route_variant_64-263    -0.040427         0.040427
               onehot__route_variant_322-23    -0.040478         0.040478
               onehot__route_variant_1344-5    -0.040527         0.040527
               onehot__route_variant_179-23    -0.040570         0.040570
                onehot__route_variant_280-8    -0.040580         0.040580
               onehot__route_variant_139-11    -0.040660         0.040660
               onehot__route_variant_592-11    -0.040673         0.040673
               onehot__route_variant_291-27    -0.040685         0.040685
           onehot__route_variant_4651-36016    -0.040720         0.040720
               onehot__route_variant_278-27    -0.040748         0.040748
                onehot__route_variant_495-4    -0.040771         0.040771
               onehot__route_variant_s323-1    -0.040800         0.040800
               onehot__route_variant_659s-1    -0.040805         0.040805
                onehot__route_variant_734-7    -0.040813         0.040813
                 onehot__route_variant_6a-1    -0.040863         0.040863
                  onehot__route_variant_1-3    -0.040969         0.040969
               onehot__route_variant_681w-6    -0.040982         0.040982
               onehot__route_variant_795-29    -0.040996         0.040996
                onehot__route_variant_592-4    -0.041003         0.041003
               onehot__route_variant_2051-8    -0.041027         0.041027
                onehot__route_variant_892-2    -0.041036         0.041036
               onehot__route_variant_e68-24    -0.041040         0.041040
               onehot__route_variant_9612-6    -0.041041         0.041041
               onehot__route_variant_963-23    -0.041047         0.041047
              onehot__route_variant_908-931    -0.041058         0.041058
              onehot__route_variant_m60-180    -0.041087         0.041087
               onehot__route_variant_9080-1    -0.041101         0.041101
                onehot__route_variant_784-7    -0.041143         0.041143
               onehot__route_variant_0332-3    -0.041167         0.041167
               onehot__route_variant_9303-9    -0.041193         0.041193
              onehot__route_variant_303-113    -0.041206         0.041206
               onehot__route_variant_711-98    -0.041210         0.041210
               onehot__route_variant_671s-1    -0.041216         0.041216
               onehot__route_variant_3021-1    -0.041233         0.041233
               onehot__route_variant_955-23    -0.041243         0.041243
               onehot__route_variant_458-35    -0.041244         0.041244
               onehot__route_variant_169-16    -0.041277         0.041277
               onehot__route_variant_415-61    -0.041318         0.041318
                onehot__route_variant_815-9    -0.041329         0.041329
               onehot__route_variant_399-89    -0.041339         0.041339
               onehot__route_variant_785-26    -0.041341         0.041341
                onehot__route_variant_10b-2    -0.041348         0.041348
               onehot__route_variant_t65-72    -0.041366         0.041366
              onehot__route_variant_753-242    -0.041372         0.041372
               onehot__route_variant_9301-9    -0.041397         0.041397
               onehot__route_variant_576t-1    -0.041407         0.041407
               onehot__route_variant_978-24    -0.041409         0.041409
                     onehot__suburb_woy woy    -0.041412         0.041412
               onehot__route_variant_6643-3    -0.041431         0.041431
                onehot__route_variant_942-3    -0.041449         0.041449
                  onehot__route_variant_3-3    -0.041455         0.041455
               onehot__route_variant_682-35    -0.041461         0.041461
                onehot__route_variant_22-20    -0.041487         0.041487
              onehot__route_variant_3163-17    -0.041489         0.041489
                onehot__route_variant_sj5-1    -0.041544         0.041544
               onehot__route_variant_204-25    -0.041573         0.041573
               onehot__route_variant_261-61    -0.041621         0.041621
               onehot__route_variant_786-54    -0.041643         0.041643
              onehot__route_variant_9021-15    -0.041692         0.041692
            onehot__route_variant_2670-6203    -0.041696         0.041696
                onehot__route_variant_907-2    -0.041700         0.041700
               onehot__route_variant_151-15    -0.041703         0.041703
              onehot__route_variant_t60-145    -0.041716         0.041716
              onehot__route_variant_638-320    -0.041757         0.041757
               onehot__route_variant_3006-3    -0.041814         0.041814
              onehot__route_variant_394-168    -0.041830         0.041830
